 0.00000000e+00  3.29999999e+00  0.00000000e+00  3.29999999e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.15096364e-11 
 2.00000000e-13  3.29999999e+00  2.00000000e-13  3.29999999e+00  2.00000000e-13  0.00000000e+00  2.00000000e-13 -2.15425733e-11 
 4.00000000e-13  3.29999999e+00  4.00000000e-13  3.29999999e+00  4.00000000e-13  0.00000000e+00  4.00000000e-13 -2.15442109e-11 
 8.00000000e-13  3.29999999e+00  8.00000000e-13  3.29999999e+00  8.00000000e-13  0.00000000e+00  8.00000000e-13 -2.18064178e-11 
 1.60000000e-12  3.29999999e+00  1.60000000e-12  3.29999999e+00  1.60000000e-12  0.00000000e+00  1.60000000e-12 -5.12041520e-11 
 3.20000000e-12  3.29999999e+00  3.20000000e-12  3.29999999e+00  3.20000000e-12  0.00000000e+00  3.20000000e-12 -2.00261058e-11 
 6.40000000e-12  3.29999998e+00  6.40000000e-12  3.29999999e+00  6.40000000e-12  0.00000000e+00  6.40000000e-12 -4.78562259e-11 
 1.28000000e-11  3.29999998e+00  1.28000000e-11  3.30000000e+00  1.28000000e-11  0.00000000e+00  1.28000000e-11 -1.41062145e-11 
 2.56000000e-11  3.29999997e+00  2.56000000e-11  3.30000000e+00  2.56000000e-11  0.00000000e+00  2.56000000e-11 -3.91715124e-11 
 4.56000000e-11  3.29999997e+00  4.56000000e-11  3.30000001e+00  4.56000000e-11  0.00000000e+00  4.56000000e-11 -3.73989468e-12 
 6.56000000e-11  3.29999996e+00  6.56000000e-11  3.30000001e+00  6.56000000e-11  0.00000000e+00  6.56000000e-11 -3.20239677e-11 
 8.56000000e-11  3.29999996e+00  8.56000000e-11  3.30000002e+00  8.56000000e-11  0.00000000e+00  8.56000000e-11 -1.25171661e-12 
 1.05600000e-10  3.29999996e+00  1.05600000e-10  3.30000001e+00  1.05600000e-10  0.00000000e+00  1.05600000e-10 -3.19627961e-11 
 1.25600000e-10  3.29999996e+00  1.25600000e-10  3.30000001e+00  1.25600000e-10  0.00000000e+00  1.25600000e-10 -2.33147009e-12 
 1.45600000e-10  3.29999996e+00  1.45600000e-10  3.30000001e+00  1.45600000e-10  0.00000000e+00  1.45600000e-10 -3.34682108e-11 
 1.65600000e-10  3.29999996e+00  1.65600000e-10  3.30000001e+00  1.65600000e-10  0.00000000e+00  1.65600000e-10 -3.88550997e-12 
 1.85600000e-10  3.29999997e+00  1.85600000e-10  3.30000001e+00  1.85600000e-10  0.00000000e+00  1.85600000e-10 -3.48896537e-11 
 2.05600000e-10  3.29999997e+00  2.05600000e-10  3.30000001e+00  2.05600000e-10  0.00000000e+00  2.05600000e-10 -5.10274115e-12 
 2.25600000e-10  3.29999997e+00  2.25600000e-10  3.30000000e+00  2.25600000e-10  0.00000000e+00  2.25600000e-10 -3.58894893e-11 
 2.45600000e-10  3.29999997e+00  2.45600000e-10  3.30000000e+00  2.45600000e-10  0.00000000e+00  2.45600000e-10 -5.90063675e-12 
 2.65600000e-10  3.29999997e+00  2.65600000e-10  3.30000000e+00  2.65600000e-10  0.00000000e+00  2.65600000e-10 -3.65127546e-11 
 2.85600000e-10  3.29999997e+00  2.85600000e-10  3.30000000e+00  2.85600000e-10  0.00000000e+00  2.85600000e-10 -6.40439091e-12 
 3.05600000e-10  3.29999998e+00  3.05600000e-10  3.30000000e+00  3.05600000e-10  0.00000000e+00  3.05600000e-10 -3.69576054e-11 
 3.25600000e-10  3.29999998e+00  3.25600000e-10  3.30000000e+00  3.25600000e-10  0.00000000e+00  3.25600000e-10 -6.64511241e-12 
 3.45600000e-10  3.29999998e+00  3.45600000e-10  3.30000000e+00  3.45600000e-10  0.00000000e+00  3.45600000e-10 -3.71337518e-11 
 3.65600000e-10  3.29999998e+00  3.65600000e-10  3.30000000e+00  3.65600000e-10  0.00000000e+00  3.65600000e-10 -6.77245413e-12 
 3.85600000e-10  3.29999998e+00  3.85600000e-10  3.29999999e+00  3.85600000e-10  0.00000000e+00  3.85600000e-10 -3.72246886e-11 
 4.05600000e-10  3.29999998e+00  4.05600000e-10  3.29999999e+00  4.05600000e-10  0.00000000e+00  4.05600000e-10 -6.83651139e-12 
 4.25600000e-10  3.29999998e+00  4.25600000e-10  3.29999999e+00  4.25600000e-10  0.00000000e+00  4.25600000e-10 -3.72690906e-11 
 4.45600000e-10  3.29999998e+00  4.45600000e-10  3.29999999e+00  4.45600000e-10  0.00000000e+00  4.45600000e-10 -6.86669992e-12 
 4.65600000e-10  3.29999998e+00  4.65600000e-10  3.29999999e+00  4.65600000e-10  0.00000000e+00  4.65600000e-10 -3.72890841e-11 
 4.85600000e-10  3.29999998e+00  4.85600000e-10  3.29999999e+00  4.85600000e-10  0.00000000e+00  4.85600000e-10 -6.87946228e-12 
 5.05600000e-10  3.29999998e+00  5.05600000e-10  3.29999999e+00  5.05600000e-10  0.00000000e+00  5.05600000e-10 -3.72967724e-11 
 5.25600000e-10  3.29999998e+00  5.25600000e-10  3.29999999e+00  5.25600000e-10  0.00000000e+00  5.25600000e-10 -6.88363862e-12 
