 1.00000000e+00 -1.59776092e-02  5.68916903e-07 
 1.16591440e+00 -1.59776092e-02  6.63308410e-07 
 1.35935639e+00 -1.59776092e-02  7.73360827e-07 
 1.58489319e+00 -1.59776091e-02  9.01672525e-07 
 1.84784980e+00 -1.59776091e-02  1.05127298e-06 
 2.15443469e+00 -1.59776091e-02  1.22569431e-06 
 2.51188643e+00 -1.59776091e-02  1.42905464e-06 
 2.92864456e+00 -1.59776090e-02  1.66615538e-06 
 3.41454887e+00 -1.59776090e-02  1.94259454e-06 
 3.98107171e+00 -1.59776089e-02  2.26489894e-06 
 4.64158883e+00 -1.59776088e-02  2.64067828e-06 
 5.41169527e+00 -1.59776086e-02  3.07880480e-06 
 6.30957344e+00 -1.59776084e-02  3.58962281e-06 
 7.35642254e+00 -1.59776081e-02  4.18519285e-06 
 8.57695899e+00 -1.59776077e-02  4.87957649e-06 
 1.00000000e+01 -1.59776072e-02  5.68916831e-06 
 1.16591440e+01 -1.59776064e-02  6.63308296e-06 
 1.35935639e+01 -1.59776054e-02  7.73360646e-06 
 1.58489319e+01 -1.59776041e-02  9.01672237e-06 
 1.84784980e+01 -1.59776022e-02  1.05127252e-05 
 2.15443469e+01 -1.59775997e-02  1.22569358e-05 
 2.51188643e+01 -1.59775963e-02  1.42905349e-05 
 2.92864456e+01 -1.59775917e-02  1.66615356e-05 
 3.41454887e+01 -1.59775854e-02  1.94259166e-05 
 3.98107171e+01 -1.59775769e-02  2.26489438e-05 
 4.64158883e+01 -1.59775653e-02  2.64067104e-05 
 5.41169527e+01 -1.59775495e-02  3.07879333e-05 
 6.30957344e+01 -1.59775280e-02  3.58960463e-05 
 7.35642254e+01 -1.59774989e-02  4.18516404e-05 
 8.57695899e+01 -1.59774592e-02  4.87953084e-05 
 1.00000000e+02 -1.59774053e-02  5.68909596e-05 
 1.16591440e+02 -1.59773320e-02  6.63296828e-05 
 1.35935639e+02 -1.59772324e-02  7.73342472e-05 
 1.58489319e+02 -1.59770970e-02  9.01643433e-05 
 1.84784980e+02 -1.59769130e-02  1.05122687e-04 
 2.15443469e+02 -1.59766628e-02  1.22562123e-04 
 2.51188643e+02 -1.59763227e-02  1.42893883e-04 
 2.92864456e+02 -1.59758605e-02  1.66597184e-04 
 3.41454887e+02 -1.59752321e-02  1.94230366e-04 
 3.98107171e+02 -1.59743781e-02  2.26443795e-04 
 4.64158883e+02 -1.59732173e-02  2.63994770e-04 
 5.41169527e+02 -1.59716396e-02  3.07764703e-04 
 6.30957344e+02 -1.59694955e-02  3.58778812e-04 
 7.35642254e+02 -1.59665818e-02  4.18228560e-04 
 8.57695899e+02 -1.59626228e-02  4.87496996e-04 
 1.00000000e+03 -1.59572443e-02  5.68186992e-04 
 1.16591440e+03 -1.59499388e-02  6.62152112e-04 
 1.35935639e+03 -1.59400188e-02  7.71529366e-04 
 1.58489319e+03 -1.59265538e-02  8.98772322e-04 
 1.84784980e+03 -1.59082869e-02  1.04668178e-03 
 2.15443469e+03 -1.58835231e-02  1.21842914e-03 
 2.51188643e+03 -1.58499846e-02  1.41756460e-03 
 2.92864456e+03 -1.58046216e-02  1.64799736e-03 
 3.41454887e+03 -1.57433748e-02  1.91392828e-03 
 3.98107171e+03 -1.56608807e-02  2.21970563e-03 
 4.64158883e+03 -1.55501276e-02  2.56956164e-03 
 5.41169527e+03 -1.54020792e-02  2.96717288e-03 
 6.30957344e+03 -1.52053213e-02  3.41497374e-03 
 7.35642254e+03 -1.49458342e-02  3.91314913e-03 
 8.57695899e+03 -1.46070729e-02  4.45825763e-03 
 1.00000000e+04 -1.41706285e-02  5.04151808e-03 
 1.16591440e+04 -1.36178141e-02  5.64696707e-03 
 1.35935639e+04 -1.29324883e-02  6.24997910e-03 
 1.58489319e+04 -1.21051667e-02  6.81697955e-03 
 1.84784980e+04 -1.11378733e-02  7.30737713e-03 
 2.15443469e+04 -1.00483384e-02  7.67845471e-03 
 2.51188643e+04 -8.87149602e-03  7.89290913e-03 
 2.92864456e+04 -7.65653264e-03  7.92714176e-03 
 3.41454887e+04 -6.45936624e-03  7.77724145e-03 
 3.98107171e+04 -5.33273381e-03  7.46002832e-03 
 4.64158883e+04 -4.31742657e-03  7.00866887e-03 
 5.41169527e+04 -3.43754696e-03  6.46485941e-03 
 6.30957344e+04 -2.70051270e-03  5.87070454e-03 
 7.35642254e+04 -2.10050982e-03  5.26273512e-03 
 8.57695899e+04 -1.62331160e-03  4.66893383e-03 
 1.00000000e+05 -1.25076866e-03  4.10832306e-03 
 1.16591440e+05 -9.64124910e-04  3.59211853e-03 
 1.35935639e+05 -7.46030593e-04  3.12551330e-03 
 1.58489319e+05 -5.81502448e-04  2.70947565e-03 
 1.84784980e+05 -4.58181395e-04  2.34226058e-03 
 2.15443469e+05 -3.66192694e-04  2.02055028e-03 
 2.51188643e+05 -2.97822926e-04  1.74025059e-03 
 2.92864456e+05 -2.47144013e-04  1.49701273e-03 
 3.41454887e+05 -2.09653261e-04  1.28655407e-03 
 3.98107171e+05 -1.81959789e-04  1.10484053e-03 
 4.64158883e+05 -1.61525932e-04  9.48178019e-04 
 5.41169527e+05 -1.46461248e-04  8.13246892e-04 
 6.30957344e+05 -1.35362205e-04  6.97102028e-04 
 7.35642254e+05 -1.27189391e-04  5.97153705e-04 
 8.57695899e+05 -1.21174530e-04  5.11138635e-04 
 1.00000000e+06 -1.16750627e-04  4.37087023e-04 
 1.16591440e+06 -1.13499804e-04  3.73289078e-04 
 1.35935639e+06 -1.11114532e-04  3.18262900e-04 
 1.58489319e+06 -1.09368914e-04  2.70724721e-04 
 1.84784980e+06 -1.08097498e-04  2.29561909e-04 
 2.15443469e+06 -1.07179704e-04  1.93808792e-04 
 2.51188643e+06 -1.06528454e-04  1.62625202e-04 
 2.92864456e+06 -1.06081937e-04  1.35277481e-04 
 3.41454887e+06 -1.05797761e-04  1.11121732e-04 
 3.98107171e+06 -1.05648937e-04  8.95889928e-05 
 4.64158883e+06 -1.05621317e-04  7.01721011e-05 
 5.41169527e+06 -1.05712248e-04  5.24139847e-05 
 6.30957344e+06 -1.05930304e-04  3.58971639e-05 
 7.35642254e+06 -1.06296081e-04  2.02342814e-05 
 8.57695899e+06 -1.06844105e-04  5.05951645e-06 
 1.00000000e+07 -1.07626025e-04 -9.97919802e-06 
