 4.00000000e-01  2.73688266e+00 
 4.50000000e-01  2.68202983e+00 
 5.00000000e-01  2.62493597e+00 
 5.50000000e-01  2.56590499e+00 
 6.00000000e-01  2.50376987e+00 
 6.50000000e-01  2.43632066e+00 
 7.00000000e-01  2.36301662e+00 
 7.50000000e-01  2.28655892e+00 
 8.00000000e-01  2.21049249e+00 
 8.50000000e-01  2.13751664e+00 
 9.00000000e-01  2.06911632e+00 
 9.50000000e-01  2.00619693e+00 
 1.00000000e+00  1.94925274e+00 
 1.05000000e+00  1.89867874e+00 
 1.10000000e+00  1.85491903e+00 
 1.15000000e+00  1.81854891e+00 
 1.20000000e+00  1.79028748e+00 
 1.25000000e+00  1.77074841e+00 
 1.30000000e+00  1.75942702e+00 
 1.35000000e+00  1.75370102e+00 
 1.40000000e+00  1.75062075e+00 
 1.45000000e+00  1.74865817e+00 
 1.50000000e+00  1.74722485e+00 
 1.55000000e+00  1.74608122e+00 
 1.60000000e+00  1.74511578e+00 
 1.65000000e+00  1.74426988e+00 
 1.70000000e+00  1.74350943e+00 
 1.75000000e+00  1.74281299e+00 
 1.80000000e+00  1.74216628e+00 
 1.85000000e+00  1.74155929e+00 
 1.90000000e+00  1.74098474e+00 
 1.95000000e+00  1.74043721e+00 
 2.00000000e+00  1.73991250e+00 
 2.05000000e+00  1.73940734e+00 
 2.10000000e+00  1.73891908e+00 
 2.15000000e+00  1.73844562e+00 
 2.20000000e+00  1.73798519e+00 
 2.25000000e+00  1.73753634e+00 
 2.30000000e+00  1.73709786e+00 
 2.35000000e+00  1.73666872e+00 
 2.40000000e+00  1.73624803e+00 
 2.45000000e+00  1.73583507e+00 
 2.50000000e+00  1.73542922e+00 
 2.55000000e+00  1.73502996e+00 
 2.60000000e+00  1.73463692e+00 
 2.65000000e+00  1.73424989e+00 
 2.70000000e+00  1.73386899e+00 
 2.75000000e+00  1.73349515e+00 
 2.80000000e+00  1.73313171e+00 
 2.85000000e+00  1.73278779e+00 
 2.90000000e+00  1.73247646e+00 
 2.95000000e+00  1.73220497e+00 
 3.00000000e+00  1.73197340e+00 
