 0.00000000e+00  1.53493378e+00  0.00000000e+00 -2.22165071e-04 
 1.00000000e-12  1.53493241e+00  1.00000000e-12 -2.22913833e-04 
 2.00000000e-12  1.53493105e+00  2.00000000e-12 -2.22913416e-04 
 4.00000000e-12  1.53492836e+00  4.00000000e-12 -2.22912586e-04 
 8.00000000e-12  1.53492317e+00  8.00000000e-12 -2.22910934e-04 
 1.60000000e-11  1.53491349e+00  1.60000000e-11 -2.22907670e-04 
 3.20000000e-11  1.53489690e+00  3.20000000e-11 -2.22901294e-04 
 6.40000000e-11  1.53487405e+00  6.40000000e-11 -2.22889119e-04 
 1.28000000e-10  1.53486402e+00  1.28000000e-10 -2.22866837e-04 
 2.28000000e-10  1.53491910e+00  2.28000000e-10 -2.22836612e-04 
 3.28000000e-10  1.53502392e+00  3.28000000e-10 -2.22810780e-04 
 4.28000000e-10  1.53513472e+00  4.28000000e-10 -2.22788125e-04 
 5.28000000e-10  1.53520866e+00  5.28000000e-10 -2.22767688e-04 
 6.28000000e-10  1.53520377e+00  6.28000000e-10 -2.22748723e-04 
 7.28000000e-10  1.53507893e+00  7.28000000e-10 -2.22730652e-04 
 8.28000000e-10  1.53479382e+00  8.28000000e-10 -2.22713034e-04 
 9.28000000e-10  1.53430887e+00  9.28000000e-10 -2.22695540e-04 
 1.02800000e-09  1.53358526e+00  1.02800000e-09 -2.22677937e-04 
 1.12800000e-09  1.53258485e+00  1.12800000e-09 -2.22660070e-04 
 1.22800000e-09  1.53127018e+00  1.22800000e-09 -2.22641855e-04 
 1.32800000e-09  1.52960445e+00  1.32800000e-09 -2.22623271e-04 
 1.42800000e-09  1.52755147e+00  1.42800000e-09 -2.22604361e-04 
 1.52800000e-09  1.52507566e+00  1.52800000e-09 -2.22585228e-04 
 1.62800000e-09  1.52214203e+00  1.62800000e-09 -2.22566042e-04 
 1.72800000e-09  1.51871612e+00  1.72800000e-09 -2.22547045e-04 
 1.82800000e-09  1.51476404e+00  1.82800000e-09 -2.22528562e-04 
 1.92800000e-09  1.51025240e+00  1.92800000e-09 -2.22511019e-04 
 2.02800000e-09  1.50514833e+00  2.02800000e-09 -2.22494960e-04 
 2.12800000e-09  1.49941939e+00  2.12800000e-09 -2.22481072e-04 
 2.22800000e-09  1.49303363e+00  2.22800000e-09 -2.22470222e-04 
 2.32800000e-09  1.48595948e+00  2.32800000e-09 -2.22463498e-04 
 2.42800000e-09  1.47816582e+00  2.42800000e-09 -2.22462259e-04 
 2.52800000e-09  1.46962187e+00  2.52800000e-09 -2.22468208e-04 
 2.62800000e-09  1.46029725e+00  2.62800000e-09 -2.22483472e-04 
 2.72800000e-09  1.45016193e+00  2.72800000e-09 -2.22510707e-04 
 2.82800000e-09  1.43918621e+00  2.82800000e-09 -2.22553238e-04 
 2.92800000e-09  1.42734077e+00  2.92800000e-09 -2.22615217e-04 
 3.02800000e-09  1.41459663e+00  3.02800000e-09 -2.22701843e-04 
 3.12800000e-09  1.40092520e+00  3.12800000e-09 -2.22819619e-04 
 3.22800000e-09  1.38629825e+00  3.22800000e-09 -2.22976690e-04 
 3.32800000e-09  1.37068795e+00  3.32800000e-09 -2.23183255e-04 
 3.42800000e-09  1.35406685e+00  3.42800000e-09 -2.23452097e-04 
 3.52800000e-09  1.33640786e+00  3.52800000e-09 -2.23799230e-04 
 3.62800000e-09  1.31768423e+00  3.62800000e-09 -2.24244710e-04 
 3.72800000e-09  1.29786948e+00  3.72800000e-09 -2.24813629e-04 
 3.82800000e-09  1.27693733e+00  3.82800000e-09 -2.25537312e-04 
 3.92800000e-09  1.25486167e+00  3.92800000e-09 -2.26454707e-04 
 4.02800000e-09  1.23161643e+00  4.02800000e-09 -2.27613834e-04 
 4.12800000e-09  1.20717556e+00  4.12800000e-09 -2.29072783e-04 
 4.22800000e-09  1.18151309e+00  4.22800000e-09 -2.30898035e-04 
 4.32800000e-09  1.15460344e+00  4.32800000e-09 -2.33149273e-04 
 4.42800000e-09  1.12642239e+00  4.42800000e-09 -2.35811903e-04 
 4.52800000e-09  1.09694847e+00  4.52800000e-09 -2.38755469e-04 
 4.62800000e-09  1.06616141e+00  4.62800000e-09 -2.41920050e-04 
 4.72800000e-09  1.03404179e+00  4.72800000e-09 -2.45334817e-04 
 4.82800000e-09  1.00059234e+00  4.82800000e-09 -2.48984215e-04 
 4.92800000e-09  9.65880431e-01  4.92800000e-09 -2.52362547e-04 
 5.02800000e-09  9.30079535e-01  5.02800000e-09 -2.54672645e-04 
 5.12800000e-09  8.93514933e-01  5.12800000e-09 -2.55589470e-04 
 5.22800000e-09  8.56695046e-01  5.22800000e-09 -2.55520912e-04 
 5.32800000e-09  8.20259933e-01  5.32800000e-09 -2.55005514e-04 
 5.42800000e-09  7.84788525e-01  5.42800000e-09 -2.54157027e-04 
 5.52800000e-09  7.50605432e-01  5.52800000e-09 -2.52737897e-04 
 5.62800000e-09  7.17792679e-01  5.62800000e-09 -2.50282541e-04 
 5.72800000e-09  6.86320000e-01  5.72800000e-09 -2.46304387e-04 
