 2.70000000e+00  1.13494637e+00 
 2.72000000e+00  1.13618987e+00 
 2.74000000e+00  1.13734748e+00 
 2.76000000e+00  1.13848371e+00 
 2.78000000e+00  1.13957715e+00 
 2.80000000e+00  1.14062789e+00 
 2.82000000e+00  1.14163600e+00 
 2.84000000e+00  1.14260156e+00 
 2.86000000e+00  1.14352467e+00 
 2.88000000e+00  1.14440545e+00 
 2.90000000e+00  1.14524403e+00 
 2.92000000e+00  1.14604057e+00 
 2.94000000e+00  1.14679525e+00 
 2.96000000e+00  1.14750831e+00 
 2.98000000e+00  1.14818005e+00 
 3.00000000e+00  1.14881082e+00 
 3.02000000e+00  1.14940104e+00 
 3.04000000e+00  1.14995125e+00 
 3.06000000e+00  1.15046210e+00 
 3.08000000e+00  1.15093435e+00 
 3.10000000e+00  1.15136893e+00 
 3.12000000e+00  1.15176694e+00 
 3.14000000e+00  1.15212966e+00 
 3.16000000e+00  1.15245856e+00 
 3.18000000e+00  1.15275531e+00 
 3.20000000e+00  1.15302175e+00 
 3.22000000e+00  1.15325991e+00 
 3.24000000e+00  1.15347194e+00 
 3.26000000e+00  1.15366005e+00 
 3.28000000e+00  1.15382651e+00 
 3.30000000e+00  1.15397358e+00 
 3.32000000e+00  1.15410341e+00 
 3.34000000e+00  1.15421805e+00 
 3.36000000e+00  1.15431943e+00 
 3.38000000e+00  1.15440926e+00 
 3.40000000e+00  1.15448910e+00 
 3.42000000e+00  1.15456031e+00 
 3.44000000e+00  1.15462409e+00 
 3.46000000e+00  1.15468148e+00 
 3.48000000e+00  1.15473336e+00 
 3.50000000e+00  1.15478049e+00 
 3.52000000e+00  1.15482352e+00 
 3.54000000e+00  1.15486299e+00 
 3.56000000e+00  1.15489937e+00 
 3.58000000e+00  1.15493305e+00 
 3.60000000e+00  1.15496437e+00 
