 5.41101000e-11  4.39054412e-05  5.41101000e-11 -6.84952193e-07 
 1.08220200e-10  8.78097192e-05  1.08220200e-10 -6.84980852e-07 
 2.16440400e-10  1.75615064e-04  2.16440400e-10 -6.85004583e-07 
 4.32880800e-10  3.51213176e-04  4.32880800e-10 -6.85029184e-07 
 8.65761600e-10  7.02363788e-04  8.65761600e-10 -6.84923090e-07 
 1.50347102e-09  1.21956956e-03  1.50347102e-09 -6.84753056e-07 
 2.48615924e-09  2.01635237e-03  2.48615924e-09 -6.84451496e-07 
 4.44650325e-09  3.60514550e-03  4.44650325e-09 -6.83902762e-07 
 5.41101000e-09  4.38653540e-03  5.41101000e-09 -6.83612672e-07 
 5.80307880e-09  4.70411231e-03  5.80307880e-09 -6.83564261e-07 
 6.58721641e-09  5.33917228e-03  6.58721641e-09 -6.83229902e-07 
 8.15549162e-09  6.60892658e-03  8.15549162e-09 -6.82898292e-07 
 1.12920420e-08  9.14702771e-03  1.12920420e-08 -6.81908313e-07 
 1.67030520e-08  1.35214081e-02  1.67030520e-08 -6.80529925e-07 
 2.21140620e-08  1.78906544e-02  2.21140620e-08 -6.78963919e-07 
 2.75250720e-08  2.22549261e-02  2.75250720e-08 -6.77645953e-07 
 3.29360820e-08  2.66143470e-02  3.29360820e-08 -6.76138264e-07 
 3.83470920e-08  3.09690242e-02  3.83470920e-08 -6.74876912e-07 
 4.37581020e-08  3.53190540e-02  4.37581020e-08 -6.73424390e-07 
 4.91691120e-08  3.96645253e-02  4.91691120e-08 -6.72216970e-07 
 5.45801220e-08  4.40055204e-02  5.45801220e-08 -6.70817352e-07 
 5.99911320e-08  4.83421164e-02  5.99911320e-08 -6.69662044e-07 
 6.54021420e-08  5.26743849e-02  6.54021420e-08 -6.68314027e-07 
 7.08131520e-08  5.70023927e-02  7.08131520e-08 -6.67210165e-07 
 7.62241620e-08  6.13262016e-02  7.62241620e-08 -6.65913899e-07 
 8.16351720e-08  6.56458684e-02  8.16351720e-08 -6.64862687e-07 
 8.70461820e-08  6.99614443e-02  8.70461820e-08 -6.63620743e-07 
 9.24571920e-08  7.42729746e-02  9.24571920e-08 -6.62626520e-07 
 9.78682020e-08  7.85804973e-02  9.78682020e-08 -6.61445511e-07 
 1.03279212e-07  8.28840416e-02  1.03279212e-07 -6.60517830e-07 
 1.08690222e-07  8.71836251e-02  1.08690222e-07 -6.59411196e-07 
 1.14101232e-07  9.14792498e-02  1.14101232e-07 -6.58568832e-07 
 1.19512242e-07  9.57708957e-02  1.19512242e-07 -6.57562963e-07 
 1.24923252e-07  1.00058511e-01  1.24923252e-07 -6.56843468e-07 
 1.30334262e-07  1.04342000e-01  1.30334262e-07 -6.55992309e-07 
 1.35745272e-07  1.08621195e-01  1.35745272e-07 -6.55473134e-07 
 1.41156282e-07  1.12895832e-01  1.41156282e-07 -6.54886490e-07 
 1.46567292e-07  1.17165495e-01  1.46567292e-07 -6.54719911e-07 
 1.51978302e-07  1.21429546e-01  1.51978302e-07 -6.54603171e-07 
 1.57389312e-07  1.25687017e-01  1.57389312e-07 -6.55057653e-07 
 1.62522696e-07  1.29718668e-01  1.62522696e-07 -6.55703214e-07 
 1.67215822e-07  1.33396718e-01  1.67215822e-07 -6.56947294e-07 
 1.71670419e-07  1.36879064e-01  1.71670419e-07 -6.58382790e-07 
 1.75910469e-07  1.40183576e-01  1.75910469e-07 -6.60458059e-07 
 1.80038970e-07  1.43388979e-01  1.80038970e-07 -6.62773692e-07 
 1.84317408e-07  1.46694321e-01  1.84317408e-07 -6.65983834e-07 
 1.88799167e-07  1.50133021e-01  1.88799167e-07 -6.69816685e-07 
 1.93342663e-07  1.53585897e-01  1.93342663e-07 -6.74698869e-07 
 1.98320794e-07  1.57316045e-01  1.98320794e-07 -6.80768798e-07 
 2.02435852e-07  1.60342974e-01  2.02435852e-07 -6.86816405e-07 
 2.05993334e-07  1.62904182e-01  2.05993334e-07 -6.92473119e-07 
 2.09353689e-07  1.65261501e-01  2.09353689e-07 -6.98668144e-07 
 2.12639047e-07  1.67491299e-01  2.12639047e-07 -7.05126839e-07 
 2.15878277e-07  1.69596896e-01  2.15878277e-07 -7.12428607e-07 
 2.19330752e-07  1.71709719e-01  2.19330752e-07 -7.20825532e-07 
 2.22555334e-07  1.73525888e-01  2.22555334e-07 -7.29841334e-07 
 2.25552610e-07  1.75039147e-01  2.25552610e-07 -7.39024951e-07 
 2.27641262e-07  1.75971253e-01  2.27641262e-07 -7.46444471e-07 
 2.29311849e-07  1.76630101e-01  2.29311849e-07 -7.52764092e-07 
 2.30753698e-07  1.77127744e-01  2.30753698e-07 -7.59051426e-07 
 2.32055186e-07  1.77513700e-01  2.32055186e-07 -7.65061546e-07 
 2.33248338e-07  1.77809428e-01  2.33248338e-07 -7.71428133e-07 
 2.34363188e-07  1.78031079e-01  2.34363188e-07 -7.77712858e-07 
 2.35473410e-07  1.78195240e-01  2.35473410e-07 -7.84855369e-07 
 2.36652459e-07  1.78303477e-01  2.36652459e-07 -7.92850218e-07 
 2.37780990e-07  1.78339561e-01  2.37780990e-07 -8.01397049e-07 
 2.38990460e-07  1.78301182e-01  2.38990460e-07 -8.10746763e-07 
 2.40343904e-07  1.78159828e-01  2.40343904e-07 -8.21892015e-07 
 2.42264007e-07  1.77774023e-01  2.42264007e-07 -8.37188935e-07 
 2.43708135e-07  1.77336505e-01  2.43708135e-07 -8.48230947e-07 
 2.45149308e-07  1.76768765e-01  2.45149308e-07 -8.57862551e-07 
 2.46680463e-07  1.76014534e-01  2.46680463e-07 -8.66997543e-07 
 2.48262525e-07  1.75058649e-01  2.48262525e-07 -8.74503181e-07 
 2.50026721e-07  1.73754545e-01  2.50026721e-07 -8.81523445e-07 
 2.52003715e-07  1.71941248e-01  2.52003715e-07 -8.87404774e-07 
 2.54361759e-07  1.69167541e-01  2.54361759e-07 -8.93617080e-07 
 2.56675298e-07  1.65607887e-01  2.56675298e-07 -8.99219855e-07 
 2.58798384e-07  1.61372312e-01  2.58798384e-07 -9.05639664e-07 
 2.60742633e-07  1.56425300e-01  2.60742633e-07 -9.12471646e-07 
 2.62540133e-07  1.50683760e-01  2.62540133e-07 -9.20718214e-07 
 2.64214669e-07  1.44063909e-01  2.64214669e-07 -9.29594347e-07 
 2.65783766e-07  1.36485686e-01  2.65783766e-07 -9.39934699e-07 
 2.67260689e-07  1.27875364e-01  2.67260689e-07 -9.50865165e-07 
 2.68655503e-07  1.18170568e-01  2.68655503e-07 -9.63178924e-07 
 2.70196712e-07  1.05328774e-01  2.70196712e-07 -9.78286250e-07 
 2.71688730e-07  9.04263538e-02  2.71688730e-07 -9.95344342e-07 
 2.73307321e-07  7.11591245e-02  2.73307321e-07 -1.01515837e-06 
 2.74930075e-07  4.90543787e-02  2.74930075e-07 -1.03243726e-06 
 2.75434023e-07  4.19021474e-02  2.75434023e-07 -1.03467347e-06 
 2.75844138e-07  3.62274672e-02  2.75844138e-07 -1.03440876e-06 
 2.76266934e-07  3.06731460e-02  2.76266934e-07 -1.03231361e-06 
 2.76732671e-07  2.50663030e-02  2.76732671e-07 -1.02784864e-06 
 2.77241594e-07  1.97055774e-02  2.77241594e-07 -1.02136324e-06 
 2.77759445e-07  1.51569764e-02  2.77759445e-07 -1.01374548e-06 
 2.78412249e-07  1.07003838e-02  2.78412249e-07 -1.00452266e-06 
 2.78698799e-07  9.16042109e-03  2.78698799e-07 -1.00067475e-06 
 2.79045311e-07  7.59050331e-03  2.79045311e-07 -9.97021295e-07 
 2.79446248e-07  6.12370266e-03  2.79446248e-07 -9.93154413e-07 
 2.79878643e-07  4.89486450e-03  2.79878643e-07 -9.90434069e-07 
 2.80296957e-07  3.98993158e-03  2.80296957e-07 -9.88381067e-07 
 2.80741062e-07  3.26899108e-03  2.80741062e-07 -9.87585173e-07 
 2.81192491e-07  2.73116953e-03  2.81192491e-07 -9.87228011e-07 
 2.81685499e-07  2.31014249e-03  2.81685499e-07 -9.88097478e-07 
 2.82205184e-07  2.00139842e-03  2.82205184e-07 -9.89318025e-07 
 2.82784921e-07  1.76812341e-03  2.82784921e-07 -9.91782439e-07 
 2.83417940e-07  1.59987132e-03  2.83417940e-07 -9.94599649e-07 
