 8.97190000e-11  7.32809801e-05  8.97190000e-11 -6.93625615e-07 
 1.79438000e-10  1.46560056e-04  1.79438000e-10 -6.93649968e-07 
 3.58876000e-10  2.93113053e-04  3.58876000e-10 -6.93643965e-07 
 7.17752000e-10  5.86198710e-04  7.17752000e-10 -6.93623712e-07 
 1.43550400e-09  1.17229496e-03  1.43550400e-09 -6.93386209e-07 
 2.20544933e-09  1.80090362e-03  2.20544933e-09 -6.93167880e-07 
 3.71708216e-09  3.03473328e-03  3.71708216e-09 -6.92661847e-07 
 6.74034783e-09  5.50115192e-03  6.74034783e-09 -6.91744237e-07 
 8.97190000e-09  7.32063586e-03  8.97190000e-09 -6.91028004e-07 
 9.57655313e-09  7.81348544e-03  9.57655313e-09 -6.90948935e-07 
 1.07858594e-08  8.79899267e-03  1.07858594e-08 -6.90392747e-07 
 1.32044719e-08  1.07692448e-02  1.32044719e-08 -6.89843121e-07 
 1.80416970e-08  1.47067390e-02  1.80416970e-08 -6.88206598e-07 
 2.70135970e-08  2.19994745e-02  2.70135970e-08 -6.85772314e-07 
 3.59854970e-08  2.92791410e-02  3.59854970e-08 -6.83074031e-07 
 4.49573970e-08  3.65461951e-02  4.49573970e-08 -6.80816549e-07 
 5.39292970e-08  4.38010609e-02  5.39292970e-08 -6.78286191e-07 
 6.29011970e-08  5.10441366e-02  6.29011970e-08 -6.76188549e-07 
 7.18730970e-08  5.82757983e-02  7.18730970e-08 -6.73810521e-07 
 8.08449970e-08  6.54964041e-02  8.08449970e-08 -6.71858160e-07 
 8.98168970e-08  7.27062967e-02  8.98168970e-08 -6.69618835e-07 
 9.87887970e-08  7.99058048e-02  9.87887970e-08 -6.67799152e-07 
 1.07760697e-07  8.70952423e-02  1.07760697e-07 -6.65687222e-07 
 1.16732597e-07  9.42749001e-02  1.16732597e-07 -6.63990698e-07 
 1.25704497e-07  1.01445027e-01  1.25704497e-07 -6.61999245e-07 
 1.34676397e-07  1.08605784e-01  1.34676397e-07 -6.60422869e-07 
 1.43648297e-07  1.15757142e-01  1.43648297e-07 -6.58554841e-07 
 1.52620197e-07  1.22898672e-01  1.52620197e-07 -6.57110662e-07 
 1.61592097e-07  1.30029099e-01  1.61592097e-07 -6.55392002e-07 
 1.70563997e-07  1.37145411e-01  1.70563997e-07 -6.54127708e-07 
 1.79535897e-07  1.44241032e-01  1.79535897e-07 -6.52642512e-07 
 1.88507797e-07  1.51302216e-01  1.88507797e-07 -6.51707925e-07 
 1.96115236e-07  1.57243342e-01  1.96115236e-07 -6.50837896e-07 
 2.02441251e-07  1.62129197e-01  2.02441251e-07 -6.50681758e-07 
 2.08055751e-07  1.66399105e-01  2.08055751e-07 -6.50484154e-07 
 2.13219516e-07  1.70242574e-01  2.13219516e-07 -6.50938687e-07 
 2.18057895e-07  1.73737448e-01  2.18057895e-07 -6.51369998e-07 
 2.22645965e-07  1.76916131e-01  2.22645965e-07 -6.52503701e-07 
 2.27046352e-07  1.79792262e-01  2.27046352e-07 -6.53683247e-07 
 2.31738804e-07  1.82600249e-01  2.31738804e-07 -6.55851233e-07 
 2.36010012e-07  1.84841451e-01  2.36010012e-07 -6.58120256e-07 
 2.40316493e-07  1.86688032e-01  2.40316493e-07 -6.61373782e-07 
 2.45011430e-07  1.88061452e-01  2.45011430e-07 -6.65452655e-07 
 2.49683096e-07  1.88537764e-01  2.49683096e-07 -6.70867730e-07 
 2.54687693e-07  1.87703652e-01  2.54687693e-07 -6.77653615e-07 
 2.59210596e-07  1.85359106e-01  2.59210596e-07 -6.85475765e-07 
 2.63022378e-07  1.81857420e-01  2.63022378e-07 -6.92926955e-07 
 2.66446407e-07  1.77212615e-01  2.66446407e-07 -7.01002321e-07 
 2.69664533e-07  1.71266842e-01  2.69664533e-07 -7.09301391e-07 
 2.72727307e-07  1.63904572e-01  2.72727307e-07 -7.18587203e-07 
 2.75649171e-07  1.55052010e-01  2.75649171e-07 -7.28182627e-07 
 2.78442205e-07  1.44641816e-01  2.78442205e-07 -7.38767512e-07 
 2.81118219e-07  1.32608627e-01  2.81118219e-07 -7.49655638e-07 
 2.83996079e-07  1.17088233e-01  2.83996079e-07 -7.62995484e-07 
 2.86853630e-07  9.86914043e-02  2.86853630e-07 -7.77258400e-07 
 2.90052138e-07  7.42334897e-02  2.90052138e-07 -7.94979123e-07 
 2.92367856e-07  5.41912320e-02  2.92367856e-07 -8.06979374e-07 
 2.93126449e-07  4.73514695e-02  2.93126449e-07 -8.10255884e-07 
 2.93961220e-07  3.99038316e-02  2.93961220e-07 -8.12035865e-07 
 2.94684996e-07  3.36864698e-02  2.94684996e-07 -8.12674624e-07 
 2.95385590e-07  2.80599318e-02  2.95385590e-07 -8.11461575e-07 
 2.96127353e-07  2.26890103e-02  2.96127353e-07 -8.09618057e-07 
 2.96922727e-07  1.77295654e-02  2.96922727e-07 -8.06368720e-07 
 2.97772342e-07  1.34025320e-02  2.97772342e-07 -8.03428560e-07 
 2.98660125e-07  9.90111259e-03  2.98660125e-07 -8.00561521e-07 
 2.99193537e-07  8.24707268e-03  2.99193537e-07 -7.99917391e-07 
 2.99738290e-07  6.85473256e-03  2.99738290e-07 -7.99274564e-07 
 3.00361226e-07  5.57665546e-03  3.00361226e-07 -7.99881495e-07 
 3.01028279e-07  4.51536359e-03  3.01028279e-07 -8.00838802e-07 
 3.01693084e-07  3.71094587e-03  3.01693084e-07 -8.03246362e-07 
 3.02397804e-07  3.07188240e-03  3.02397804e-07 -8.06066614e-07 
 3.03129905e-07  2.58415841e-03  3.03129905e-07 -8.10401018e-07 
 3.03929398e-07  2.20096676e-03  3.03929398e-07 -8.15283221e-07 
 3.04788827e-07  1.91169997e-03  3.04788827e-07 -8.21791021e-07 
 3.05751752e-07  1.68881025e-03  3.05751752e-07 -8.28938014e-07 
 3.06825304e-07  1.52107076e-03  3.06825304e-07 -8.37725580e-07 
 3.08074630e-07  1.39059289e-03  3.08074630e-07 -8.47040196e-07 
 3.09327911e-07  1.30164759e-03  3.09327911e-07 -8.56183283e-07 
 3.10577347e-07  1.23826789e-03  3.10577347e-07 -8.63598655e-07 
 3.11897086e-07  1.18918691e-03  3.11897086e-07 -8.70648047e-07 
 3.13323564e-07  1.15042916e-03  3.13323564e-07 -8.76046662e-07 
 3.14921000e-07  1.11912876e-03  3.14921000e-07 -8.80959622e-07 
 3.16753880e-07  1.09298844e-03  3.16753880e-07 -8.84188318e-07 
 3.18951826e-07  1.06784427e-03  3.18951826e-07 -8.87182326e-07 
