 9.17184000e-11  6.12181725e-05  9.17184000e-11 -2.51906846e-07  9.17184000e-11  4.33545640e-06 
 1.83436800e-10  1.22432477e-04  1.83436800e-10 -2.51877328e-07  1.83436800e-10  8.67035369e-06 
 3.66873600e-10  2.44849736e-04  3.66873600e-10 -2.51788521e-07  3.66873600e-10  1.73384723e-05 
 7.33747200e-10  4.89640280e-04  7.33747200e-10 -2.51700124e-07  7.33747200e-10  3.46680153e-05 
 1.46749440e-09  9.79055363e-04  1.46749440e-09 -2.51434589e-07  1.46749440e-09  6.93003933e-05 
 2.93498880e-09  1.95727685e-03  2.93498880e-09 -2.50996328e-07  2.93498880e-09  1.38458820e-04 
 5.86997760e-09  3.91153608e-03  5.86997760e-09 -2.50041884e-07  5.86997760e-09  2.76353921e-04 
 9.17184000e-09  6.10689102e-03  9.17184000e-09 -2.49048722e-07  9.17184000e-09  4.30821516e-04 
 9.75883776e-09  6.49683866e-03  9.75883776e-09 -2.48944273e-07  9.75883776e-09  4.58209501e-04 
 1.09328333e-08  7.27643456e-03  1.09328333e-08 -2.48403783e-07  1.09328333e-08  5.12919904e-04 
 1.32808243e-08  8.83444419e-03  1.32808243e-08 -2.47869378e-07  1.32808243e-08  6.22079951e-04 
 1.79768064e-08  1.19458292e-02  1.79768064e-08 -2.46277506e-07  1.79768064e-08  8.39368871e-04 
 2.71486464e-08  1.80054509e-02  2.71486464e-08 -2.43771117e-07  2.71486464e-08  1.25988335e-03 
 3.63204864e-08  2.40429317e-02  3.63204864e-08 -2.41014894e-07  3.63204864e-08  1.67542549e-03 
 4.54923264e-08  3.00590182e-02  4.54923264e-08 -2.38689804e-07  4.54923264e-08  2.08617460e-03 
 5.46641664e-08  3.60543765e-02  5.46641664e-08 -2.36107439e-07  5.46641664e-08  2.49230154e-03 
 6.38360064e-08  4.20296248e-02  6.38360064e-08 -2.33949578e-07  6.38360064e-08  2.89396983e-03 
 7.30078464e-08  4.79853501e-02  7.30078464e-08 -2.31528304e-07  7.30078464e-08  3.29133656e-03 
 8.21796864e-08  5.39221183e-02  8.21796864e-08 -2.29525903e-07  8.21796864e-08  3.68455342e-03 
 9.13515264e-08  5.98404803e-02  9.13515264e-08 -2.27255202e-07  9.13515264e-08  4.07376806e-03 
 1.00523366e-07  6.57409760e-02  1.00523366e-07 -2.25399638e-07  1.00523366e-07  4.45912599e-03 
 1.09695206e-07  7.16241344e-02  1.09695206e-07 -2.23273755e-07  1.09695206e-07  4.84077298e-03 
 1.18867046e-07  7.74904676e-02  1.18867046e-07 -2.21563449e-07  1.18867046e-07  5.21885883e-03 
 1.28038886e-07  8.33404552e-02  1.28038886e-07 -2.19586722e-07  1.28038886e-07  5.59354259e-03 
 1.37210726e-07  8.91745066e-02  1.37210726e-07 -2.18034421e-07  1.37210726e-07  5.96499967e-03 
 1.46382566e-07  9.49928823e-02  1.46382566e-07 -2.16232043e-07  1.46382566e-07  6.33343295e-03 
 1.55554406e-07  1.00795529e-01  1.55554406e-07 -2.14882552e-07  1.55554406e-07  6.69909064e-03 
 1.64726246e-07  1.06581752e-01  1.64726246e-07 -2.13331543e-07  1.64726246e-07  7.06229539e-03 
 1.73898086e-07  1.12349560e-01  1.73898086e-07 -2.12314265e-07  1.73898086e-07  7.42348889e-03 
 1.83069926e-07  1.18094383e-01  1.83069926e-07 -2.11224866e-07  1.83069926e-07  7.78329583e-03 
 1.90825822e-07  1.22927867e-01  1.90825822e-07 -2.10937169e-07  1.90825822e-07  8.08712407e-03 
 1.97926532e-07  1.27323985e-01  1.97926532e-07 -2.10650824e-07  1.97926532e-07  8.36559725e-03 
