 1.00000000e+00 -1.15522865e-03 
 1.02305973e+00 -1.15522965e-03 
 1.04665121e+00 -1.15523071e-03 
 1.07078670e+00 -1.15523181e-03 
 1.09547876e+00 -1.15523296e-03 
 1.12074020e+00 -1.15523416e-03 
 1.14658417e+00 -1.15523542e-03 
 1.17302409e+00 -1.15523674e-03 
 1.20007371e+00 -1.15523812e-03 
 1.22774708e+00 -1.15523957e-03 
 1.25605860e+00 -1.15524108e-03 
 1.28502297e+00 -1.15524267e-03 
 1.31465525e+00 -1.15524433e-03 
 1.34497085e+00 -1.15524606e-03 
 1.37598551e+00 -1.15524788e-03 
 1.40771537e+00 -1.15524978e-03 
 1.44017690e+00 -1.15525177e-03 
 1.47338699e+00 -1.15525385e-03 
 1.50736290e+00 -1.15525603e-03 
 1.54212228e+00 -1.15525831e-03 
 1.57768320e+00 -1.15526070e-03 
 1.61406415e+00 -1.15526320e-03 
 1.65128404e+00 -1.15526581e-03 
 1.68936220e+00 -1.15526855e-03 
 1.72831844e+00 -1.15527142e-03 
 1.76817299e+00 -1.15527442e-03 
 1.80894658e+00 -1.15527755e-03 
 1.85066040e+00 -1.15528084e-03 
 1.89333613e+00 -1.15528428e-03 
 1.93699595e+00 -1.15528788e-03 
 1.98166255e+00 -1.15529165e-03 
 2.02735916e+00 -1.15529559e-03 
 2.07410951e+00 -1.15529971e-03 
 2.12193792e+00 -1.15530403e-03 
 2.17086923e+00 -1.15530855e-03 
 2.22092889e+00 -1.15531329e-03 
 2.27214291e+00 -1.15531824e-03 
 2.32453791e+00 -1.15532342e-03 
 2.37814113e+00 -1.15532885e-03 
 2.43298042e+00 -1.15533453e-03 
 2.48908429e+00 -1.15534047e-03 
 2.54648190e+00 -1.15534669e-03 
 2.60520309e+00 -1.15535320e-03 
 2.66527837e+00 -1.15536001e-03 
 2.72673897e+00 -1.15536715e-03 
 2.78961683e+00 -1.15537461e-03 
 2.85394464e+00 -1.15538242e-03 
 2.91975583e+00 -1.15539060e-03 
 2.98708461e+00 -1.15539916e-03 
 3.05596598e+00 -1.15540812e-03 
 3.12643573e+00 -1.15541750e-03 
 3.19853049e+00 -1.15542731e-03 
 3.27228774e+00 -1.15543758e-03 
 3.34774581e+00 -1.15544833e-03 
 3.42494392e+00 -1.15545959e-03 
 3.50392221e+00 -1.15547136e-03 
 3.58472171e+00 -1.15548369e-03 
 3.66738442e+00 -1.15549659e-03 
 3.75195331e+00 -1.15551009e-03 
 3.83847234e+00 -1.15552423e-03 
 3.92698648e+00 -1.15553902e-03 
 4.01754173e+00 -1.15555451e-03 
 4.11018515e+00 -1.15557071e-03 
 4.20496491e+00 -1.15558767e-03 
 4.30193027e+00 -1.15560542e-03 
 4.40113162e+00 -1.15562401e-03 
 4.50262052e+00 -1.15564345e-03 
 4.60644974e+00 -1.15566381e-03 
 4.71267322e+00 -1.15568511e-03 
 4.82134619e+00 -1.15570741e-03 
 4.93252513e+00 -1.15573075e-03 
 5.04626783e+00 -1.15575518e-03 
 5.16263340e+00 -1.15578075e-03 
 5.28168234e+00 -1.15580751e-03 
 5.40347650e+00 -1.15583551e-03 
 5.52807921e+00 -1.15586483e-03 
 5.65555523e+00 -1.15589551e-03 
 5.78597080e+00 -1.15592763e-03 
 5.91939372e+00 -1.15596124e-03 
 6.05589334e+00 -1.15599642e-03 
 6.19554061e+00 -1.15603324e-03 
 6.33840810e+00 -1.15607178e-03 
 6.48457008e+00 -1.15611211e-03 
 6.63410251e+00 -1.15615433e-03 
 6.78708313e+00 -1.15619852e-03 
 6.94359143e+00 -1.15624477e-03 
 7.10370877e+00 -1.15629318e-03 
 7.26751838e+00 -1.15634384e-03 
 7.43510539e+00 -1.15639687e-03 
 7.60655691e+00 -1.15645238e-03 
 7.78196206e+00 -1.15651047e-03 
 7.96141200e+00 -1.15657127e-03 
 8.14500001e+00 -1.15663491e-03 
 8.33282151e+00 -1.15670152e-03 
 8.52497412e+00 -1.15677123e-03 
 8.72155772e+00 -1.15684420e-03 
 8.92267449e+00 -1.15692057e-03 
 9.12842895e+00 -1.15700050e-03 
 9.33892805e+00 -1.15708417e-03 
 9.55428121e+00 -1.15717173e-03 
 9.77460036e+00 -1.15726338e-03 
 1.00000000e+01 -1.15735931e-03 
 1.02305973e+01 -1.15745971e-03 
 1.04665121e+01 -1.15756480e-03 
 1.07078670e+01 -1.15767479e-03 
 1.09547876e+01 -1.15778991e-03 
 1.12074020e+01 -1.15791040e-03 
 1.14658417e+01 -1.15803651e-03 
 1.17302409e+01 -1.15816850e-03 
 1.20007371e+01 -1.15830665e-03 
 1.22774708e+01 -1.15845125e-03 
 1.25605860e+01 -1.15860259e-03 
 1.28502297e+01 -1.15876099e-03 
 1.31465525e+01 -1.15892679e-03 
 1.34497085e+01 -1.15910031e-03 
 1.37598551e+01 -1.15928193e-03 
 1.40771537e+01 -1.15947203e-03 
 1.44017690e+01 -1.15967099e-03 
 1.47338699e+01 -1.15987923e-03 
 1.50736290e+01 -1.16009719e-03 
 1.54212228e+01 -1.16032532e-03 
 1.57768320e+01 -1.16056409e-03 
 1.61406415e+01 -1.16081400e-03 
 1.65128404e+01 -1.16107557e-03 
 1.68936220e+01 -1.16134934e-03 
 1.72831844e+01 -1.16163588e-03 
 1.76817299e+01 -1.16193579e-03 
 1.80894658e+01 -1.16224969e-03 
 1.85066040e+01 -1.16257823e-03 
 1.89333613e+01 -1.16292210e-03 
 1.93699595e+01 -1.16328201e-03 
 1.98166255e+01 -1.16365872e-03 
 2.02735916e+01 -1.16405299e-03 
 2.07410951e+01 -1.16446566e-03 
 2.12193792e+01 -1.16489758e-03 
 2.17086923e+01 -1.16534965e-03 
 2.22092889e+01 -1.16582281e-03 
 2.27214291e+01 -1.16631805e-03 
 2.32453791e+01 -1.16683638e-03 
 2.37814113e+01 -1.16737890e-03 
 2.43298042e+01 -1.16794673e-03 
 2.48908429e+01 -1.16854105e-03 
 2.54648190e+01 -1.16916309e-03 
 2.60520309e+01 -1.16981415e-03 
 2.66527837e+01 -1.17049558e-03 
 2.72673897e+01 -1.17120881e-03 
 2.78961683e+01 -1.17195530e-03 
 2.85394464e+01 -1.17273663e-03 
 2.91975583e+01 -1.17355440e-03 
 2.98708461e+01 -1.17441032e-03 
 3.05596598e+01 -1.17530617e-03 
 3.12643573e+01 -1.17624381e-03 
 3.19853049e+01 -1.17722519e-03 
 3.27228774e+01 -1.17825236e-03 
 3.34774581e+01 -1.17932744e-03 
 3.42494392e+01 -1.18045268e-03 
 3.50392221e+01 -1.18163041e-03 
 3.58472171e+01 -1.18286309e-03 
 3.66738442e+01 -1.18415327e-03 
 3.75195331e+01 -1.18550364e-03 
 3.83847234e+01 -1.18691700e-03 
 3.92698648e+01 -1.18839630e-03 
 4.01754173e+01 -1.18994461e-03 
 4.11018515e+01 -1.19156515e-03 
 4.20496491e+01 -1.19326128e-03 
 4.30193027e+01 -1.19503655e-03 
 4.40113162e+01 -1.19689463e-03 
 4.50262052e+01 -1.19883939e-03 
 4.60644974e+01 -1.20087488e-03 
 4.71267322e+01 -1.20300532e-03 
 4.82134619e+01 -1.20523515e-03 
 4.93252513e+01 -1.20756901e-03 
 5.04626783e+01 -1.21001174e-03 
 5.16263340e+01 -1.21256842e-03 
 5.28168234e+01 -1.21524438e-03 
 5.40347650e+01 -1.21804517e-03 
 5.52807921e+01 -1.22097662e-03 
 5.65555523e+01 -1.22404482e-03 
 5.78597080e+01 -1.22725615e-03 
 5.91939372e+01 -1.23061730e-03 
 6.05589334e+01 -1.23413524e-03 
 6.19554061e+01 -1.23781730e-03 
 6.33840810e+01 -1.24167112e-03 
 6.48457008e+01 -1.24570473e-03 
 6.63410251e+01 -1.24992651e-03 
 6.78708313e+01 -1.25434523e-03 
 6.94359143e+01 -1.25897009e-03 
 7.10370877e+01 -1.26381070e-03 
 7.26751838e+01 -1.26887712e-03 
 7.43510539e+01 -1.27417989e-03 
 7.60655691e+01 -1.27973003e-03 
 7.78196206e+01 -1.28553909e-03 
 7.96141200e+01 -1.29161914e-03 
 8.14500001e+01 -1.29798282e-03 
