 0.00000000e+00  3.29997358e+00  0.00000000e+00  3.29997209e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.14319595e-07 
 5.00000000e-12  3.29997469e+00  5.00000000e-12  3.29997330e+00  5.00000000e-12  0.00000000e+00  5.00000000e-12 -5.88709354e-08 
 1.00000000e-11  3.29997576e+00  1.00000000e-11  3.29997446e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11 -5.56641777e-08 
 2.00000000e-11  3.29997778e+00  2.00000000e-11  3.29997666e+00  2.00000000e-11  0.00000000e+00  2.00000000e-11 -4.96071751e-08 
 4.00000000e-11  3.29998128e+00  4.00000000e-11  3.29998044e+00  4.00000000e-11  0.00000000e+00  4.00000000e-11 -3.94053767e-08 
 8.00000000e-11  3.29998655e+00  8.00000000e-11  3.29998611e+00  8.00000000e-11  0.00000000e+00  8.00000000e-11 -2.48180532e-08 
 1.60000000e-10  3.29999276e+00  1.60000000e-10  3.29999270e+00  1.60000000e-10  0.00000000e+00  1.60000000e-10 -9.56594214e-09 
 3.20000000e-10  3.29999764e+00  3.20000000e-10  3.29999772e+00  3.20000000e-10  0.00000000e+00  3.20000000e-10 -9.79129429e-10 
 6.40000000e-10  3.29999968e+00  6.40000000e-10  3.29999970e+00  6.40000000e-10  0.00000000e+00  6.40000000e-10 -1.84241822e-10 
 1.14000000e-09  3.29999997e+00  1.14000000e-09  3.29999997e+00  1.14000000e-09  0.00000000e+00  1.14000000e-09 -1.83348956e-10 
 1.64000000e-09  3.29999995e+00  1.64000000e-09  3.29999995e+00  1.64000000e-09  0.00000000e+00  1.64000000e-09 -1.49909837e-10 
 2.14000000e-09  3.29999995e+00  2.14000000e-09  3.29999995e+00  2.14000000e-09  0.00000000e+00  2.14000000e-09 -1.68771558e-10 
 2.64000000e-09  3.29999995e+00  2.64000000e-09  3.29999995e+00  2.64000000e-09  0.00000000e+00  2.64000000e-09 -1.59452602e-10 
 3.14000000e-09  3.29999995e+00  3.14000000e-09  3.29999995e+00  3.14000000e-09  0.00000000e+00  3.14000000e-09 -1.63449277e-10 
 3.64000000e-09  3.29999995e+00  3.64000000e-09  3.29999995e+00  3.64000000e-09  0.00000000e+00  3.64000000e-09 -1.61959615e-10 
 4.14000000e-09  3.29999995e+00  4.14000000e-09  3.29999995e+00  4.14000000e-09  0.00000000e+00  4.14000000e-09 -1.62160916e-10 
 4.64000000e-09  3.29999995e+00  4.64000000e-09  3.29999995e+00  4.64000000e-09  0.00000000e+00  4.64000000e-09 -1.62554356e-10 
 5.14000000e-09  3.29999995e+00  5.14000000e-09  3.29999995e+00  5.14000000e-09  0.00000000e+00  5.14000000e-09 -1.61818861e-10 
 5.64000000e-09  3.29999995e+00  5.64000000e-09  3.29999995e+00  5.64000000e-09  0.00000000e+00  5.64000000e-09 -1.62678693e-10 
 6.14000000e-09  3.29999995e+00  6.14000000e-09  3.29999995e+00  6.14000000e-09  0.00000000e+00  6.14000000e-09 -1.61711014e-10 
 6.64000000e-09  3.29999995e+00  6.64000000e-09  3.29999995e+00  6.64000000e-09  0.00000000e+00  6.64000000e-09 -1.62686502e-10 
 7.14000000e-09  3.29999995e+00  7.14000000e-09  3.29999995e+00  7.14000000e-09  0.00000000e+00  7.14000000e-09 -1.61661267e-10 
 7.64000000e-09  3.29999995e+00  7.64000000e-09  3.29999995e+00  7.64000000e-09  0.00000000e+00  7.64000000e-09 -1.62665457e-10 
 8.14000000e-09  3.29999995e+00  8.14000000e-09  3.29999995e+00  8.14000000e-09  0.00000000e+00  8.14000000e-09 -1.61625964e-10 
 8.64000000e-09  3.29999995e+00  8.64000000e-09  3.29999995e+00  8.64000000e-09  0.00000000e+00  8.64000000e-09 -1.62637290e-10 
 9.14000000e-09  3.29999995e+00  9.14000000e-09  3.29999995e+00  9.14000000e-09  0.00000000e+00  9.14000000e-09 -1.61594280e-10 
 9.64000000e-09  3.29999995e+00  9.64000000e-09  3.29999995e+00  9.64000000e-09  0.00000000e+00  9.64000000e-09 -1.62607399e-10 
 1.01400000e-08  3.29999995e+00  1.01400000e-08  3.29999995e+00  1.01400000e-08  0.00000000e+00  1.01400000e-08 -1.61563536e-10 
 1.06400000e-08  3.29999995e+00  1.06400000e-08  3.29999995e+00  1.06400000e-08  0.00000000e+00  1.06400000e-08 -1.62577115e-10 
 1.11400000e-08  3.29999995e+00  1.11400000e-08  3.29999995e+00  1.11400000e-08  0.00000000e+00  1.11400000e-08 -1.61533060e-10 
 1.16400000e-08  3.29999995e+00  1.16400000e-08  3.29999995e+00  1.16400000e-08  0.00000000e+00  1.16400000e-08 -1.62546775e-10 
 1.21400000e-08  3.29999995e+00  1.21400000e-08  3.29999995e+00  1.21400000e-08  0.00000000e+00  1.21400000e-08 -1.61502690e-10 
 1.26400000e-08  3.29999995e+00  1.26400000e-08  3.29999995e+00  1.26400000e-08  0.00000000e+00  1.26400000e-08 -1.62516458e-10 
 1.31400000e-08  3.29999995e+00  1.31400000e-08  3.29999995e+00  1.31400000e-08  0.00000000e+00  1.31400000e-08 -1.61472385e-10 
 1.36400000e-08  3.29999995e+00  1.36400000e-08  3.29999995e+00  1.36400000e-08  0.00000000e+00  1.36400000e-08 -1.62486182e-10 
 1.41400000e-08  3.29999995e+00  1.41400000e-08  3.29999995e+00  1.41400000e-08  0.00000000e+00  1.41400000e-08 -1.61442129e-10 
 1.46400000e-08  3.29999995e+00  1.46400000e-08  3.29999995e+00  1.46400000e-08  0.00000000e+00  1.46400000e-08 -1.62455955e-10 
 1.51400000e-08  3.29999995e+00  1.51400000e-08  3.29999995e+00  1.51400000e-08  0.00000000e+00  1.51400000e-08 -1.61411929e-10 
 1.56400000e-08  3.29999995e+00  1.56400000e-08  3.29999995e+00  1.56400000e-08  0.00000000e+00  1.56400000e-08 -1.62425781e-10 
 1.61400000e-08  3.29999995e+00  1.61400000e-08  3.29999995e+00  1.61400000e-08  0.00000000e+00  1.61400000e-08 -1.61381776e-10 
 1.66400000e-08  3.29999995e+00  1.66400000e-08  3.29999995e+00  1.66400000e-08  0.00000000e+00  1.66400000e-08 -1.62395653e-10 
 1.71400000e-08  3.29999995e+00  1.71400000e-08  3.29999995e+00  1.71400000e-08  0.00000000e+00  1.71400000e-08 -1.61351677e-10 
 1.76400000e-08  3.29999995e+00  1.76400000e-08  3.29999995e+00  1.76400000e-08  0.00000000e+00  1.76400000e-08 -1.62365578e-10 
 1.81400000e-08  3.29999995e+00  1.81400000e-08  3.29999995e+00  1.81400000e-08  0.00000000e+00  1.81400000e-08 -1.61321626e-10 
 1.86400000e-08  3.29999995e+00  1.86400000e-08  3.29999995e+00  1.86400000e-08  0.00000000e+00  1.86400000e-08 -1.62335551e-10 
 1.91400000e-08  3.29999995e+00  1.91400000e-08  3.29999995e+00  1.91400000e-08  0.00000000e+00  1.91400000e-08 -1.61291624e-10 
