 0.00000000e+00  4.29659435e-19  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.07082559e-30 
 5.00000000e-11  1.16698759e-04  5.00000000e-11  1.65000000e-04  5.00000000e-11 -9.28554955e-08 
 1.00000000e-10  2.33398629e-04  1.00000000e-10  3.30000000e-04  1.00000000e-10 -9.28515814e-08 
 2.00000000e-10  4.66801698e-04  2.00000000e-10  6.60000000e-04  2.00000000e-10 -9.28398403e-08 
 4.00000000e-10  9.33621156e-04  4.00000000e-10  1.32000000e-03  4.00000000e-10 -9.28281046e-08 
 8.00000000e-10  1.86731335e-03  8.00000000e-10  2.64000000e-03  8.00000000e-10 -9.27929053e-08 
 1.60000000e-09  3.73491070e-03  1.60000000e-09  5.28000000e-03  1.60000000e-09 -9.27343177e-08 
 3.20000000e-09  7.47095610e-03  3.20000000e-09  1.05600000e-02  3.20000000e-09 -9.26057090e-08 
 6.40000000e-09  1.49464363e-02  6.40000000e-09  2.11200000e-02  6.40000000e-09 -9.23616098e-08 
 1.14000000e-08  2.66358502e-02  1.14000000e-08  3.76200000e-02  1.14000000e-08 -9.19743087e-08 
 1.64000000e-08  3.83360887e-02  1.64000000e-08  5.41200000e-02  1.64000000e-08 -9.16003475e-08 
 2.14000000e-08  5.00470140e-02  2.14000000e-08  7.06200000e-02  2.14000000e-08 -9.12227961e-08 
 2.64000000e-08  6.17684895e-02  2.64000000e-08  8.71200000e-02  2.64000000e-08 -9.08583884e-08 
 3.14000000e-08  7.35003798e-02  3.14000000e-08  1.03620000e-01  3.14000000e-08 -9.04902369e-08 
 3.64000000e-08  8.52425497e-02  3.64000000e-08  1.20120000e-01  3.64000000e-08 -9.01351161e-08 
 4.14000000e-08  9.69948634e-02  4.14000000e-08  1.36620000e-01  4.14000000e-08 -8.97761762e-08 
 4.64000000e-08  1.08757184e-01  4.64000000e-08  1.53120000e-01  4.64000000e-08 -8.94302281e-08 
 5.14000000e-08  1.20529371e-01  5.14000000e-08  1.69620000e-01  5.14000000e-08 -8.90804582e-08 
 5.64000000e-08  1.32311283e-01  5.64000000e-08  1.86120000e-01  5.64000000e-08 -8.87437152e-08 
 6.14000000e-08  1.44102773e-01  6.14000000e-08  2.02620000e-01  6.14000000e-08 -8.84032252e-08 
 6.64000000e-08  1.55903688e-01  6.64000000e-08  2.19120000e-01  6.64000000e-08 -8.80758800e-08 
 7.14000000e-08  1.67713870e-01  7.14000000e-08  2.35620000e-01  7.14000000e-08 -8.77449536e-08 
 7.64000000e-08  1.79533151e-01  7.64000000e-08  2.52120000e-01  7.64000000e-08 -8.74273926e-08 
 8.14000000e-08  1.91361356e-01  8.14000000e-08  2.68620000e-01  8.14000000e-08 -8.71065349e-08 
 8.64000000e-08  2.03198296e-01  8.64000000e-08  2.85120000e-01  8.64000000e-08 -8.67994037e-08 
 9.14000000e-08  2.15043767e-01  9.14000000e-08  3.01620000e-01  9.14000000e-08 -8.64894313e-08 
 9.64000000e-08  2.26897549e-01  9.64000000e-08  3.18120000e-01  9.64000000e-08 -8.61937595e-08 
 1.01400000e-07  2.38759399e-01  1.01400000e-07  3.34620000e-01  1.01400000e-07 -8.58959731e-08 
 1.06400000e-07  2.50629047e-01  1.06400000e-07  3.51120000e-01  1.06400000e-07 -8.56134124e-08 
 1.11400000e-07  2.62506187e-01  1.11400000e-07  3.67620000e-01  1.11400000e-07 -8.53299238e-08 
 1.16400000e-07  2.74390470e-01  1.16400000e-07  3.84120000e-01  1.16400000e-07 -8.50631938e-08 
 1.21400000e-07  2.86281490e-01  1.21400000e-07  4.00620000e-01  1.21400000e-07 -8.47975290e-08 
 1.26400000e-07  2.98178766e-01  1.26400000e-07  4.17120000e-01  1.26400000e-07 -8.45512273e-08 
 1.31400000e-07  3.10081720e-01  1.31400000e-07  4.33620000e-01  1.31400000e-07 -8.43094060e-08 
 1.36400000e-07  3.21989646e-01  1.36400000e-07  4.50120000e-01  1.36400000e-07 -8.40914354e-08 
 1.41400000e-07  3.33901675e-01  1.41400000e-07  4.66620000e-01  1.41400000e-07 -8.38838481e-08 
 1.46400000e-07  3.45816717e-01  1.46400000e-07  4.83120000e-01  1.46400000e-07 -8.37078763e-08 
 1.51400000e-07  3.57733393e-01  1.51400000e-07  4.99620000e-01  1.51400000e-07 -8.35524950e-08 
 1.56400000e-07  3.69649949e-01  1.56400000e-07  5.16120000e-01  1.56400000e-07 -8.34421323e-08 
 1.61400000e-07  3.81564135e-01  1.61400000e-07  5.32620000e-01  1.61400000e-07 -8.33699298e-08 
 1.66400000e-07  3.93473054e-01  1.66400000e-07  5.49120000e-01  1.66400000e-07 -8.33657251e-08 
 1.71400000e-07  4.05372963e-01  1.71400000e-07  5.65620000e-01  1.71400000e-07 -8.34296444e-08 
 1.76400000e-07  4.17259018e-01  1.76400000e-07  5.82120000e-01  1.76400000e-07 -8.36004759e-08 
 1.81400000e-07  4.29124954e-01  1.81400000e-07  5.98620000e-01  1.81400000e-07 -8.38897027e-08 
 1.86400000e-07  4.40962677e-01  1.86400000e-07  6.15120000e-01  1.86400000e-07 -8.43503372e-08 
 1.91400000e-07  4.52761762e-01  1.91400000e-07  6.31620000e-01  1.91400000e-07 -8.50113807e-08 
 1.96400000e-07  4.64508850e-01  1.96400000e-07  6.48120000e-01  1.96400000e-07 -8.59469592e-08 
 2.01400000e-07  4.76186930e-01  2.01400000e-07  6.64620000e-01  2.01400000e-07 -8.72108094e-08 
 2.06400000e-07  4.87774531e-01  2.06400000e-07  6.81120000e-01  2.06400000e-07 -8.89049557e-08 
 2.11400000e-07  4.99244845e-01  2.11400000e-07  6.97620000e-01  2.11400000e-07 -9.11129584e-08 
 2.16400000e-07  5.10564858e-01  2.16400000e-07  7.14120000e-01  2.16400000e-07 -9.39662010e-08 
 2.21400000e-07  5.21694581e-01  2.21400000e-07  7.30620000e-01  2.21400000e-07 -9.75731878e-08 
 2.26400000e-07  5.32586561e-01  2.26400000e-07  7.47120000e-01  2.26400000e-07 -1.02079981e-07 
 2.31400000e-07  5.43185879e-01  2.31400000e-07  7.63620000e-01  2.31400000e-07 -1.07591741e-07 
 2.36400000e-07  5.53430897e-01  2.36400000e-07  7.80120000e-01  2.36400000e-07 -1.14224204e-07 
 2.41400000e-07  5.63254996e-01  2.41400000e-07  7.96620000e-01  2.41400000e-07 -1.22016896e-07 
 2.46400000e-07  5.72589443e-01  2.46400000e-07  8.13120000e-01  2.46400000e-07 -1.30980001e-07 
 2.51400000e-07  5.81367348e-01  2.51400000e-07  8.29620000e-01  2.51400000e-07 -1.41010356e-07 
 2.56400000e-07  5.89528348e-01  2.56400000e-07  8.46120000e-01  2.56400000e-07 -1.51951199e-07 
 2.61400000e-07  5.97023430e-01  2.61400000e-07  8.62620000e-01  2.61400000e-07 -1.63530878e-07 
 2.66400000e-07  6.03819082e-01  2.66400000e-07  8.79120000e-01  2.66400000e-07 -1.75450752e-07 
 2.71400000e-07  6.09900057e-01  2.71400000e-07  8.95620000e-01  2.71400000e-07 -1.87349876e-07 
 2.76400000e-07  6.15270261e-01  2.76400000e-07  9.12120000e-01  2.76400000e-07 -1.98908858e-07 
 2.81400000e-07  6.19951692e-01  2.81400000e-07  9.28620000e-01  2.81400000e-07 -2.09815851e-07 
 2.86400000e-07  6.23981750e-01  2.86400000e-07  9.45120000e-01  2.86400000e-07 -2.19857599e-07 
 2.91400000e-07  6.27409504e-01  2.91400000e-07  9.61620000e-01  2.91400000e-07 -2.28863493e-07 
 2.96400000e-07  6.30291564e-01  2.96400000e-07  9.78120000e-01  2.96400000e-07 -2.36772396e-07 
 3.01400000e-07  6.32688162e-01  3.01400000e-07  9.94620000e-01  3.01400000e-07 -2.43556106e-07 
 3.06400000e-07  6.34659817e-01  3.06400000e-07  1.01112000e+00  3.06400000e-07 -2.49272526e-07 
 3.11400000e-07  6.36264798e-01  3.11400000e-07  1.02762000e+00  3.11400000e-07 -2.53982962e-07 
 3.16400000e-07  6.37557408e-01  3.16400000e-07  1.04412000e+00  3.16400000e-07 -2.57805230e-07 
 3.21400000e-07  6.38587008e-01  3.21400000e-07  1.06062000e+00  3.21400000e-07 -2.60834837e-07 
 3.26400000e-07  6.39397630e-01  3.26400000e-07  1.07712000e+00  3.26400000e-07 -2.63203839e-07 
 3.31400000e-07  6.40028045e-01  3.31400000e-07  1.09362000e+00  3.31400000e-07 -2.65008087e-07 
 3.36400000e-07  6.40512129e-01  3.36400000e-07  1.11012000e+00  3.36400000e-07 -2.66371546e-07 
 3.41400000e-07  6.40879420e-01  3.41400000e-07  1.12662000e+00  3.41400000e-07 -2.67378012e-07 
 3.46400000e-07  6.41155797e-01  3.46400000e-07  1.14312000e+00  3.46400000e-07 -2.68138885e-07 
 3.51400000e-07  6.41364210e-01  3.51400000e-07  1.15962000e+00  3.51400000e-07 -2.68727459e-07 
 3.56400000e-07  6.41525442e-01  3.56400000e-07  1.17612000e+00  3.56400000e-07 -2.69248631e-07 
 3.61400000e-07  6.41658898e-01  3.61400000e-07  1.19262000e+00  3.61400000e-07 -2.69774704e-07 
 3.66400000e-07  6.41783412e-01  3.66400000e-07  1.20912000e+00  3.66400000e-07 -2.70416376e-07 
