-4.00000000e+01  1.08666114e+00 
-3.50000000e+01  1.08682220e+00 
-3.00000000e+01  1.08696859e+00 
-2.50000000e+01  1.08710073e+00 
-2.00000000e+01  1.08721913e+00 
-1.50000000e+01  1.08732434e+00 
-1.00000000e+01  1.08741685e+00 
-5.00000000e+00  1.08749717e+00 
 0.00000000e+00  1.08756574e+00 
 5.00000000e+00  1.08762303e+00 
 1.00000000e+01  1.08766946e+00 
 1.50000000e+01  1.08770542e+00 
 2.00000000e+01  1.08773131e+00 
 2.50000000e+01  1.08774750e+00 
 3.00000000e+01  1.08775435e+00 
 3.50000000e+01  1.08775219e+00 
 4.00000000e+01  1.08774134e+00 
 4.50000000e+01  1.08772213e+00 
 5.00000000e+01  1.08769484e+00 
 5.50000000e+01  1.08765977e+00 
 6.00000000e+01  1.08761718e+00 
 6.50000000e+01  1.08756733e+00 
 7.00000000e+01  1.08751049e+00 
 7.50000000e+01  1.08744687e+00 
 8.00000000e+01  1.08737673e+00 
 8.50000000e+01  1.08730027e+00 
 9.00000000e+01  1.08721771e+00 
 9.50000000e+01  1.08712925e+00 
 1.00000000e+02  1.08703509e+00 
 1.05000000e+02  1.08693540e+00 
 1.10000000e+02  1.08683038e+00 
 1.15000000e+02  1.08672019e+00 
 1.20000000e+02  1.08660500e+00 
 1.25000000e+02  1.08648497e+00 
