 5.24807460e+03  1.32760460e+02 -2.25203973e+01 
 5.75439937e+03  1.32013647e+02 -2.45542262e+01 
 6.30957344e+03  1.31126828e+02 -2.67423228e+01 
 6.91830971e+03  1.30076283e+02 -2.90874647e+01 
 7.58577575e+03  1.28835321e+02 -3.15895116e+01 
 8.31763771e+03  1.27374346e+02 -3.42444500e+01 
 9.12010839e+03  1.25661141e+02 -3.70432888e+01 
 1.00000000e+04  1.23661452e+02 -3.99708383e+01 
 1.09647820e+04  1.21339965e+02 -4.30044337e+01 
 1.20226443e+04  1.18661762e+02 -4.61127159e+01 
 1.31825674e+04  1.15594312e+02 -4.92546262e+01 
 1.44543977e+04  1.12110037e+02 -5.23788357e+01 
 1.58489319e+04  1.08189348e+02 -5.54238633e+01 
 1.73780083e+04  1.03824012e+02 -5.83191562e+01 
 1.90546072e+04  9.90204803e+01 -6.09873571e+01 
 2.08929613e+04  9.38027518e+01 -6.33478680e+01 
 2.29086765e+04  8.82142088e+01 -6.53216185e+01 
 2.51188643e+04  8.23178821e+01 -6.68366925e+01 
 2.75422870e+04  7.61947547e+01 -6.78341964e+01 
 3.01995172e+04  6.99399905e+01 -6.82735682e+01 
 3.31131121e+04  6.36573532e+01 -6.81364850e+01 
 3.63078055e+04  5.74524626e+01 -6.74286936e+01 
 3.98107171e+04  5.14257922e+01 -6.61794321e+01 
 4.36515832e+04  4.56663763e+01 -6.44385484e+01 
 4.78630092e+04  4.02470284e+01 -6.22718284e+01 
 5.24807460e+04  3.52215453e+01 -5.97553152e+01 
 5.75439937e+04  3.06239754e+01 -5.69694640e+01 
 6.30957344e+04  2.64696913e+01 -5.39938616e+01 
 6.91830971e+04  2.27577812e+01 -5.09030023e+01 
 7.58577575e+04  1.94741999e+01 -4.77633421e+01 
 8.31763771e+04  1.65951645e+01 -4.46316170e+01 
 9.12010839e+04  1.40903950e+01 -4.15542511e+01 
 1.00000000e+05  1.19259441e+01 -3.85675997e+01 
 1.09647820e+05  1.00664904e+01 -3.56987554e+01 
 1.20226443e+05  8.47707294e+00 -3.29666792e+01 
 1.31825674e+05  7.12430849e+00 -3.03834634e+01 
 1.44543977e+05  5.97717044e+00 -2.79555922e+01 
 1.58489319e+05  5.00742019e+00 -2.56851132e+01 
 1.73780083e+05  4.18977817e+00 -2.35706733e+01 
 1.90546072e+05  3.50191136e+00 -2.16084003e+01 
 2.08929613e+05  2.92429975e+00 -1.97926311e+01 
 2.29086765e+05  2.44002976e+00 -1.81164973e+01 
 2.51188643e+05  2.03455010e+00 -1.65723854e+01 
 2.75422870e+05  1.69541465e+00 -1.51522912e+01 
 3.01995172e+05  1.41202894e+00 -1.38480862e+01 
 3.31131121e+05  1.17541026e+00 -1.26517126e+01 
 3.63078055e+05  9.77967412e-01 -1.15553233e+01 
 3.98107171e+05  8.13302420e-01 -1.05513764e+01 
 4.36515832e+05  6.76035085e-01 -9.63269793e+00 
 4.78630092e+05  5.61649461e-01 -8.79251794e+00 
 5.24807460e+05  4.66360857e-01 -8.02448811e+00 
 5.75439937e+05  3.87001483e-01 -7.32268572e+00 
 6.30957344e+05  3.20922702e-01 -6.68160753e+00 
 6.91830971e+05  2.65911899e-01 -6.09615705e+00 
 7.58577575e+05  2.20122059e-01 -5.56162715e+00 
 8.31763771e+05  1.82012288e-01 -5.07367992e+00 
 9.12010839e+05  1.50297731e-01 -4.62832488e+00 
 1.00000000e+06  1.23907476e-01 -4.22189665e+00 
 1.09647820e+06  1.01949241e-01 -3.85103258e+00 
 1.20226443e+06  8.36797942e-02 -3.51265084e+00 
 1.31825674e+06  6.84802068e-02 -3.20392933e+00 
 1.44543977e+06  5.58351649e-02 -2.92228561e+00 
 1.58489319e+06  4.53156964e-02 -2.66535785e+00 
 1.73780083e+06  3.65647534e-02 -2.43098704e+00 
 1.90546072e+06  2.92851872e-02 -2.21720033e+00 
 2.08929613e+06  2.32297233e-02 -2.02219559e+00 
 2.29086765e+06  1.81926070e-02 -1.84432703e+00 
 2.51188643e+06  1.40026430e-02 -1.68209206e+00 
 2.75422870e+06  1.05173989e-02 -1.53411898e+00 
 3.01995172e+06  7.61837800e-03 -1.39915587e+00 
 3.31131121e+06  5.20700101e-03 -1.27606021e+00 
 3.63078055e+06  3.20126096e-03 -1.16378945e+00 
 3.98107171e+06  1.53293923e-03 -1.06139237e+00 
 4.36515832e+06  1.45288716e-04 -9.68001111e-01 
 4.78630092e+06 -1.00889398e-03 -8.82823920e-01 
 5.24807460e+06 -1.96887266e-03 -8.05138532e-01 
 5.75439937e+06 -2.76730609e-03 -7.34286082e-01 
 6.30957344e+06 -3.43135829e-03 -6.69665563e-01 
 6.91830971e+06 -3.98362215e-03 -6.10728759e-01 
 7.58577575e+06 -4.44288770e-03 -5.56975620e-01 
 8.31763771e+06 -4.82478121e-03 -5.07950035e-01 
 9.12010839e+06 -5.14229665e-03 -4.63235979e-01 
 1.00000000e+07 -5.40623771e-03 -4.22453988e-01 
 1.09647820e+07 -5.62558530e-03 -3.85257952e-01 
 1.20226443e+07 -5.80780309e-03 -3.51332182e-01 
 1.31825674e+07 -5.95909147e-03 -3.20388731e-01 
 1.44543977e+07 -6.08459846e-03 -2.92164962e-01 
 1.58489319e+07 -6.18859493e-03 -2.66421315e-01 
 1.73780083e+07 -6.27461992e-03 -2.42939277e-01 
 1.90546072e+07 -6.34560108e-03 -2.21519531e-01 
 2.08929613e+07 -6.40395440e-03 -2.01980264e-01 
 2.29086765e+07 -6.45166645e-03 -1.84155628e-01 
 2.51188643e+07 -6.49036213e-03 -1.67894328e-01 
 2.75422870e+07 -6.52136014e-03 -1.53058346e-01 
 3.01995172e+07 -6.54571812e-03 -1.39521766e-01 
 3.31131121e+07 -6.56426901e-03 -1.27169709e-01 
 3.63078055e+07 -6.57764995e-03 -1.15897361e-01 
 3.98107171e+07 -6.58632475e-03 -1.05609085e-01 
 4.36515832e+07 -6.59060079e-03 -9.62176141e-02 
 4.78630092e+07 -6.59064111e-03 -8.76433155e-02 
 5.24807460e+07 -6.58647221e-03 -7.98135204e-02 
 5.75439937e+07 -6.57798824e-03 -7.26619161e-02 
 6.30957344e+07 -6.56495199e-03 -6.61279932e-02 
