 0.00000000e+00  3.59999998e+00  0.00000000e+00  3.59999998e+00  0.00000000e+00 -2.57760273e-11 
 2.00000000e-13  3.59999998e+00  2.00000000e-13  3.59999998e+00  2.00000000e-13 -2.58196953e-11 
 4.00000000e-13  3.59999998e+00  4.00000000e-13  3.59999998e+00  4.00000000e-13 -2.58210588e-11 
 8.00000000e-13  3.59999998e+00  8.00000000e-13  3.59999998e+00  8.00000000e-13 -2.58238517e-11 
 1.60000000e-12  3.59999998e+00  1.60000000e-12  3.59999998e+00  1.60000000e-12 -2.58292727e-11 
 3.20000000e-12  3.59999998e+00  3.20000000e-12  3.59999998e+00  3.20000000e-12 -2.58398372e-11 
 6.40000000e-12  3.59999998e+00  6.40000000e-12  3.59999998e+00  6.40000000e-12 -2.58596621e-11 
 1.28000000e-11  3.59999998e+00  1.28000000e-11  3.59999998e+00  1.28000000e-11 -2.58947461e-11 
 2.56000000e-11  3.59999998e+00  2.56000000e-11  3.59999998e+00  2.56000000e-11 -2.59498756e-11 
 4.56000000e-11  3.59999998e+00  4.56000000e-11  3.59999998e+00  4.56000000e-11 -2.60068083e-11 
 6.56000000e-11  3.59999998e+00  6.56000000e-11  3.59999998e+00  6.56000000e-11 -2.60400888e-11 
 8.56000000e-11  3.59999998e+00  8.56000000e-11  3.59999998e+00  8.56000000e-11 -2.60594976e-11 
 1.05600000e-10  3.59999998e+00  1.05600000e-10  3.59999998e+00  1.05600000e-10 -2.60707202e-11 
 1.25600000e-10  3.59999998e+00  1.25600000e-10  3.59999998e+00  1.25600000e-10 -2.60771779e-11 
 1.45600000e-10  3.59999998e+00  1.45600000e-10  3.59999998e+00  1.45600000e-10 -2.60808152e-11 
 1.65600000e-10  3.59999998e+00  1.65600000e-10  3.59999998e+00  1.65600000e-10 -2.60828426e-11 
 1.85600000e-10  3.59999998e+00  1.85600000e-10  3.59999998e+00  1.85600000e-10 -2.60839029e-11 
 2.05600000e-10  3.59999998e+00  2.05600000e-10  3.59999998e+00  2.05600000e-10 -2.60844480e-11 
 2.25600000e-10  3.59999998e+00  2.25600000e-10  3.59999998e+00  2.25600000e-10 -2.60846578e-11 
 2.45600000e-10  3.59999998e+00  2.45600000e-10  3.59999998e+00  2.45600000e-10 -2.60847282e-11 
 2.65600000e-10  3.59999998e+00  2.65600000e-10  3.59999998e+00  2.65600000e-10 -2.60846811e-11 
 2.85600000e-10  3.59999998e+00  2.85600000e-10  3.59999998e+00  2.85600000e-10 -2.60846186e-11 
 3.05600000e-10  3.59999998e+00  3.05600000e-10  3.59999998e+00  3.05600000e-10 -2.60845090e-11 
 3.25600000e-10  3.59999998e+00  3.25600000e-10  3.59999998e+00  3.25600000e-10 -2.60844212e-11 
 3.45600000e-10  3.59999998e+00  3.45600000e-10  3.59999998e+00  3.45600000e-10 -2.60843109e-11 
 3.65600000e-10  3.59999998e+00  3.65600000e-10  3.59999998e+00  3.65600000e-10 -2.60842304e-11 
 3.85600000e-10  3.59999998e+00  3.85600000e-10  3.59999998e+00  3.85600000e-10 -2.60841384e-11 
 4.05600000e-10  3.59999998e+00  4.05600000e-10  3.59999998e+00  4.05600000e-10 -2.60840760e-11 
 4.25600000e-10  3.59999998e+00  4.25600000e-10  3.59999998e+00  4.25600000e-10 -2.60839974e-11 
 4.45600000e-10  3.59999998e+00  4.45600000e-10  3.59999998e+00  4.45600000e-10 -2.60839534e-11 
 4.65600000e-10  3.59999998e+00  4.65600000e-10  3.59999998e+00  4.65600000e-10 -2.60838918e-11 
 4.85600000e-10  3.59999998e+00  4.85600000e-10  3.59999998e+00  4.85600000e-10 -2.60838576e-11 
 5.05600000e-10  3.59999998e+00  5.05600000e-10  3.59999998e+00  5.05600000e-10 -2.60838087e-11 
 5.25600000e-10  3.59999998e+00  5.25600000e-10  3.59999998e+00  5.25600000e-10 -2.60837840e-11 
 5.45600000e-10  3.59999998e+00  5.45600000e-10  3.59999998e+00  5.45600000e-10 -2.60837464e-11 
 5.65600000e-10  3.59999998e+00  5.65600000e-10  3.59999998e+00  5.65600000e-10 -2.60837296e-11 
 5.85600000e-10  3.59999998e+00  5.85600000e-10  3.59999998e+00  5.85600000e-10 -2.60836963e-11 
 6.05600000e-10  3.59999998e+00  6.05600000e-10  3.59999998e+00  6.05600000e-10 -2.60836864e-11 
 6.25600000e-10  3.59999998e+00  6.25600000e-10  3.59999998e+00  6.25600000e-10 -2.60836599e-11 
 6.45600000e-10  3.59999998e+00  6.45600000e-10  3.59999998e+00  6.45600000e-10 -2.60836583e-11 
 6.65600000e-10  3.59999998e+00  6.65600000e-10  3.59999998e+00  6.65600000e-10 -2.60836350e-11 
 6.85600000e-10  3.59999998e+00  6.85600000e-10  3.59999998e+00  6.85600000e-10 -2.60836363e-11 
 7.05600000e-10  3.59999998e+00  7.05600000e-10  3.59999998e+00  7.05600000e-10 -2.60836123e-11 
 7.25600000e-10  3.59999998e+00  7.25600000e-10  3.59999998e+00  7.25600000e-10 -2.60836177e-11 
 7.45600000e-10  3.59999998e+00  7.45600000e-10  3.59999998e+00  7.45600000e-10 -2.60835957e-11 
 7.65600000e-10  3.59999998e+00  7.65600000e-10  3.59999998e+00  7.65600000e-10 -2.60836035e-11 
 7.85600000e-10  3.59999998e+00  7.85600000e-10  3.59999998e+00  7.85600000e-10 -2.60835861e-11 
 8.05600000e-10  3.59999998e+00  8.05600000e-10  3.59999998e+00  8.05600000e-10 -2.60835951e-11 
 8.25600000e-10  3.59999998e+00  8.25600000e-10  3.59999998e+00  8.25600000e-10 -2.60835764e-11 
 8.45600000e-10  3.59999998e+00  8.45600000e-10  3.59999998e+00  8.45600000e-10 -2.60835878e-11 
 8.65600000e-10  3.59999998e+00  8.65600000e-10  3.59999998e+00  8.65600000e-10 -2.60835718e-11 
 8.85600000e-10  3.59999998e+00  8.85600000e-10  3.59999998e+00  8.85600000e-10 -2.60835771e-11 
 9.05600000e-10  3.59999998e+00  9.05600000e-10  3.59999998e+00  9.05600000e-10 -2.60835633e-11 
 9.25600000e-10  3.59999998e+00  9.25600000e-10  3.59999998e+00  9.25600000e-10 -2.60835758e-11 
 9.45600000e-10  3.59999998e+00  9.45600000e-10  3.59999998e+00  9.45600000e-10 -2.60835591e-11 
 9.65600000e-10  3.59999998e+00  9.65600000e-10  3.59999998e+00  9.65600000e-10 -2.60835742e-11 
 9.85600000e-10  3.59999998e+00  9.85600000e-10  3.59999998e+00  9.85600000e-10 -2.60835592e-11 
 1.00560000e-09  3.59999998e+00  1.00560000e-09  3.59999998e+00  1.00560000e-09 -2.60835673e-11 
 1.02560000e-09  3.59999998e+00  1.02560000e-09  3.59999998e+00  1.02560000e-09 -2.60835545e-11 
 1.04560000e-09  3.59999998e+00  1.04560000e-09  3.59999998e+00  1.04560000e-09 -2.60835682e-11 
 1.06560000e-09  3.59999998e+00  1.06560000e-09  3.59999998e+00  1.06560000e-09 -2.60835513e-11 
 1.08560000e-09  3.59999998e+00  1.08560000e-09  3.59999998e+00  1.08560000e-09 -2.60835671e-11 
 1.10560000e-09  3.59999998e+00  1.10560000e-09  3.59999998e+00  1.10560000e-09 -2.60835507e-11 
 1.12560000e-09  3.59999998e+00  1.12560000e-09  3.59999998e+00  1.12560000e-09 -2.60835642e-11 
 1.14560000e-09  3.59999998e+00  1.14560000e-09  3.59999998e+00  1.14560000e-09 -2.60835510e-11 
 1.16560000e-09  3.59999998e+00  1.16560000e-09  3.59999998e+00  1.16560000e-09 -2.60835632e-11 
 1.18560000e-09  3.59999998e+00  1.18560000e-09  3.59999998e+00  1.18560000e-09 -2.60835509e-11 
 1.20560000e-09  3.59999998e+00  1.20560000e-09  3.59999998e+00  1.20560000e-09 -2.60835628e-11 
 1.22560000e-09  3.59999998e+00  1.22560000e-09  3.59999998e+00  1.22560000e-09 -2.60835483e-11 
 1.24560000e-09  3.59999998e+00  1.24560000e-09  3.59999998e+00  1.24560000e-09 -2.60835603e-11 
 1.26560000e-09  3.59999998e+00  1.26560000e-09  3.59999998e+00  1.26560000e-09 -2.60835494e-11 
 1.28560000e-09  3.59999998e+00  1.28560000e-09  3.59999998e+00  1.28560000e-09 -2.60835606e-11 
 1.30560000e-09  3.59999998e+00  1.30560000e-09  3.59999998e+00  1.30560000e-09 -2.60835499e-11 
