 7.65541000e-11  6.39911842e-05  7.65541000e-11 -6.91267818e-07 
 1.53108200e-10  1.27973404e-04  1.53108200e-10 -6.91281323e-07 
 3.06216400e-10  2.55912300e-04  3.06216400e-10 -6.91264636e-07 
 6.12432800e-10  5.11693772e-04  6.12432800e-10 -6.91256148e-07 
 1.22486560e-09  1.02291750e-03  1.22486560e-09 -6.91053863e-07 
 2.02881076e-09  1.69343007e-03  2.02881076e-09 -6.90813618e-07 
 3.25741381e-09  2.71712035e-03  3.25741381e-09 -6.90383981e-07 
 5.38212788e-09  4.48532989e-03  5.38212788e-09 -6.89753022e-07 
 7.65541000e-09  6.37495074e-03  7.65541000e-09 -6.89045195e-07 
 8.08035281e-09  6.72796558e-03  8.08035281e-09 -6.88997341e-07 
 8.93023844e-09  7.43381656e-03  8.93023844e-09 -6.88622164e-07 
 1.06300097e-08  8.84485125e-03  1.06300097e-08 -6.88253186e-07 
 1.40295522e-08  1.16645178e-02  1.40295522e-08 -6.87153960e-07 
 2.08286373e-08  1.72954178e-02  2.08286373e-08 -6.85379858e-07 
 2.84840473e-08  2.36234208e-02  2.84840473e-08 -6.83191115e-07 
 3.61394573e-08  2.99395090e-02  3.61394573e-08 -6.81308780e-07 
 4.37948673e-08  3.62442375e-02  4.37948673e-08 -6.79242160e-07 
 5.14502773e-08  4.25380138e-02  5.14502773e-08 -6.77476608e-07 
 5.91056873e-08  4.88211704e-02  5.91056873e-08 -6.75523226e-07 
 6.67610973e-08  5.50939893e-02  6.67610973e-08 -6.73868447e-07 
 7.44165073e-08  6.13567108e-02  7.44165073e-08 -6.72024325e-07 
 8.20719173e-08  6.76095332e-02  8.20719173e-08 -6.70478303e-07 
 8.97273273e-08  7.38526087e-02  8.97273273e-08 -6.68743686e-07 
 9.73827373e-08  8.00860316e-02  9.73827373e-08 -6.67309577e-07 
 1.05038147e-07  8.63098214e-02  1.05038147e-07 -6.65691611e-07 
 1.12693557e-07  9.25238941e-02  1.12693557e-07 -6.64382199e-07 
 1.20348967e-07  9.87280206e-02  1.20348967e-07 -6.62901654e-07 
 1.28004377e-07  1.04921764e-01  1.28004377e-07 -6.61748834e-07 
 1.35659787e-07  1.11104387e-01  1.35659787e-07 -6.60452698e-07 
 1.43315197e-07  1.17274715e-01  1.43315197e-07 -6.59523369e-07 
 1.50970607e-07  1.23430938e-01  1.50970607e-07 -6.58504167e-07 
 1.58626017e-07  1.29570324e-01  1.58626017e-07 -6.57923167e-07 
 1.66281427e-07  1.35688795e-01  1.66281427e-07 -6.57345664e-07 
 1.73748699e-07  1.41631041e-01  1.73748699e-07 -6.57327425e-07 
 1.80469804e-07  1.46951096e-01  1.80469804e-07 -6.57404319e-07 
 1.86855350e-07  1.51972751e-01  1.86855350e-07 -6.58045389e-07 
 1.92847250e-07  1.56646947e-01  1.92847250e-07 -6.58782453e-07 
 1.98608281e-07  1.61096049e-01  1.98608281e-07 -6.60098945e-07 
 2.04824932e-07  1.65832035e-01  2.04824932e-07 -6.61755957e-07 
 2.10966553e-07  1.70424066e-01  2.10966553e-07 -6.64210198e-07 
 2.17059462e-07  1.74866711e-01  2.17059462e-07 -6.67034182e-07 
 2.23275251e-07  1.79244741e-01  2.23275251e-07 -6.70914850e-07 
 2.29797928e-07  1.83614255e-01  2.29797928e-07 -6.75666456e-07 
 2.35747567e-07  1.87333543e-01  2.35747567e-07 -6.81207314e-07 
 2.41119359e-07  1.90403743e-01  2.41119359e-07 -6.86861850e-07 
 2.46023900e-07  1.92899252e-01  2.46023900e-07 -6.93100660e-07 
 2.50654015e-07  1.94913778e-01  2.50654015e-07 -6.99611087e-07 
 2.55333464e-07  1.96526259e-01  2.55333464e-07 -7.07416276e-07 
 2.59507099e-07  1.97520905e-01  2.59507099e-07 -7.15138490e-07 
 2.62602790e-07  1.97933689e-01  2.62602790e-07 -7.21832380e-07 
 2.65140391e-07  1.98030088e-01  2.65140391e-07 -7.27662016e-07 
 2.67349142e-07  1.97912955e-01  2.67349142e-07 -7.33485031e-07 
 2.69332707e-07  1.97630690e-01  2.69332707e-07 -7.38954297e-07 
 2.71133155e-07  1.97215662e-01  2.71133155e-07 -7.44626641e-07 
 2.72807988e-07  1.96682641e-01  2.72807988e-07 -7.50105324e-07 
 2.74456415e-07  1.96009440e-01  2.74456415e-07 -7.56217267e-07 
 2.76220992e-07  1.95114118e-01  2.76220992e-07 -7.63036900e-07 
 2.77860289e-07  1.94110574e-01  2.77860289e-07 -7.70158811e-07 
 2.79564269e-07  1.92881791e-01  2.79564269e-07 -7.77750181e-07 
 2.81340417e-07  1.91389177e-01  2.81340417e-07 -7.86401011e-07 
 2.83408156e-07  1.89365333e-01  2.83408156e-07 -7.96476603e-07 
 2.85799977e-07  1.86620031e-01  2.85799977e-07 -8.08449882e-07 
 2.87877509e-07  1.83864841e-01  2.87877509e-07 -8.18037583e-07 
 2.90014715e-07  1.80646489e-01  2.90014715e-07 -8.27397861e-07 
 2.92307644e-07  1.76723762e-01  2.92307644e-07 -8.35945005e-07 
 2.94667301e-07  1.72122027e-01  2.94667301e-07 -8.43870205e-07 
 2.97349148e-07  1.66088012e-01  2.97349148e-07 -8.51433583e-07 
 3.00445176e-07  1.57841698e-01  3.00445176e-07 -8.59774099e-07 
 3.03338335e-07  1.48612012e-01  3.03338335e-07 -8.67365662e-07 
 3.06479093e-07  1.36471677e-01  3.06479093e-07 -8.77059343e-07 
 3.09466110e-07  1.22350392e-01  3.09466110e-07 -8.87589350e-07 
 3.12569858e-07  1.04324803e-01  3.12569858e-07 -9.01257959e-07 
 3.15539215e-07  8.32986768e-02  3.15539215e-07 -9.15990105e-07 
 3.18615029e-07  5.81088729e-02  3.18615029e-07 -9.30138193e-07 
 3.19585675e-07  4.98072652e-02  3.19585675e-07 -9.32468585e-07 
 3.20361238e-07  4.33551528e-02  3.20361238e-07 -9.33165879e-07 
 3.21210143e-07  3.66717661e-02  3.21210143e-07 -9.32753446e-07 
 3.22271865e-07  2.91170278e-02  3.22271865e-07 -9.30777121e-07 
 3.23228465e-07  2.32338321e-02  3.23228465e-07 -9.28005134e-07 
 3.24359136e-07  1.75035509e-02  3.24359136e-07 -9.24239503e-07 
 3.25751033e-07  1.21797200e-02  3.25751033e-07 -9.19893673e-07 
 3.26494922e-07  1.00357042e-02  3.26494922e-07 -9.18009013e-07 
 3.27137769e-07  8.51474996e-03  3.27137769e-07 -9.16946222e-07 
 3.27875920e-07  7.09389443e-03  3.27875920e-07 -9.16051845e-07 
 3.28684370e-07  5.87303642e-03  3.28684370e-07 -9.15846100e-07 
 3.29480934e-07  4.94990407e-03  3.29480934e-07 -9.16097806e-07 
 3.30326728e-07  4.20864596e-03  3.30326728e-07 -9.17116733e-07 
 3.31188415e-07  3.64808571e-03  3.31188415e-07 -9.18545357e-07 
 3.32125385e-07  3.20306394e-03  3.32125385e-07 -9.20777084e-07 
 3.33113850e-07  2.86620657e-03  3.33113850e-07 -9.23439269e-07 
 3.34214417e-07  2.59916382e-03  3.34214417e-07 -9.26994467e-07 
 3.35420007e-07  2.39028173e-03  3.35420007e-07 -9.31104643e-07 
 3.36813096e-07  2.21350602e-03  3.36813096e-07 -9.36362967e-07 
 3.38426442e-07  2.05704173e-03  3.38426442e-07 -9.42598757e-07 
 3.40418793e-07  1.90173019e-03  3.40418793e-07 -9.50792959e-07 
 3.42957139e-07  1.73783492e-03  3.42957139e-07 -9.61446848e-07 
 3.46493574e-07  1.55032753e-03  3.46493574e-07 -9.77111826e-07 
 3.51590108e-07  1.33893432e-03  3.51590108e-07 -1.00083796e-06 
 3.58422223e-07  1.12893866e-03  3.58422223e-07 -1.03614826e-06 
 3.66077633e-07  9.53578390e-04  3.66077633e-07 -1.08551129e-06 
 3.71976839e-07  8.41274335e-04  3.71976839e-07 -1.14453737e-06 
 3.75941759e-07  7.72843927e-04  3.75941759e-07 -1.20978261e-06 
 3.78783335e-07  7.26474410e-04  3.78783335e-07 -1.28051105e-06 
 3.81342330e-07  6.87141254e-04  3.81342330e-07 -1.36970138e-06 
 3.83890720e-07  6.50176542e-04  3.83890720e-07 -1.49070801e-06 
 3.86454139e-07  6.15488638e-04  3.86454139e-07 -1.65224044e-06 
 3.89032733e-07  5.83085405e-04  3.89032733e-07 -1.86170272e-06 
 3.91811384e-07  5.50879280e-04  3.91811384e-07 -2.14512470e-06 
 3.94429652e-07  5.22898222e-04  3.94429652e-07 -2.46939868e-06 
