 2.70000000e+00  1.22178560e+00 
 2.75000000e+00  1.22214021e+00 
 2.80000000e+00  1.22246988e+00 
 2.85000000e+00  1.22279530e+00 
 2.90000000e+00  1.22311108e+00 
 2.95000000e+00  1.22341813e+00 
 3.00000000e+00  1.22371722e+00 
 3.05000000e+00  1.22400904e+00 
 3.10000000e+00  1.22429419e+00 
 3.15000000e+00  1.22457319e+00 
 3.20000000e+00  1.22484652e+00 
 3.25000000e+00  1.22511460e+00 
 3.30000000e+00  1.22537783e+00 
 3.35000000e+00  1.22563660e+00 
 3.40000000e+00  1.22589130e+00 
 3.45000000e+00  1.22614233e+00 
 3.50000000e+00  1.22639014e+00 
 3.55000000e+00  1.22663521e+00 
 3.60000000e+00  1.22687816e+00 
