 8.00000000e-06  1.09323172e+00 
 9.00000000e-06  1.12268452e+00 
 1.00000000e-05  1.14940753e+00 
 1.10000000e-05  1.17574735e+00 
 1.20000000e-05  1.20114666e+00 
 1.30000000e-05  1.22571637e+00 
 1.40000000e-05  1.24955218e+00 
 1.50000000e-05  1.27273216e+00 
 1.60000000e-05  1.29532138e+00 
 1.70000000e-05  1.31737476e+00 
 1.80000000e-05  1.33893911e+00 
 1.90000000e-05  1.36005473e+00 
 2.00000000e-05  1.38075657e+00 
 2.10000000e-05  1.40107513e+00 
 2.20000000e-05  1.42103721e+00 
 2.30000000e-05  1.44066650e+00 
 2.40000000e-05  1.45998398e+00 
 2.50000000e-05  1.47900837e+00 
 2.60000000e-05  1.49775635e+00 
 2.70000000e-05  1.51624290e+00 
 2.80000000e-05  1.53448143e+00 
 2.90000000e-05  1.55248400e+00 
 3.00000000e-05  1.57026143e+00 
 3.10000000e-05  1.58782343e+00 
 3.20000000e-05  1.60517867e+00 
