 1.00000000e+00  5.07148243e+01  1.00000000e+00  3.14153504e+00 
 1.00575862e+00  5.07148243e+01  1.00575862e+00  3.14153470e+00 
 1.01155041e+00  5.07148243e+01  1.01155041e+00  3.14153437e+00 
 1.01737555e+00  5.07148243e+01  1.01737555e+00  3.14153403e+00 
 1.02323424e+00  5.07148243e+01  1.02323424e+00  3.14153370e+00 
 1.02912666e+00  5.07148243e+01  1.02912666e+00  3.14153336e+00 
 1.03505301e+00  5.07148243e+01  1.03505301e+00  3.14153302e+00 
 1.04101349e+00  5.07148243e+01  1.04101349e+00  3.14153267e+00 
 1.04700830e+00  5.07148243e+01  1.04700830e+00  3.14153233e+00 
 1.05303763e+00  5.07148243e+01  1.05303763e+00  3.14153198e+00 
 1.05910168e+00  5.07148243e+01  1.05910168e+00  3.14153163e+00 
 1.06520065e+00  5.07148243e+01  1.06520065e+00  3.14153128e+00 
 1.07133474e+00  5.07148243e+01  1.07133474e+00  3.14153093e+00 
 1.07750415e+00  5.07148243e+01  1.07750415e+00  3.14153057e+00 
 1.08370910e+00  5.07148243e+01  1.08370910e+00  3.14153021e+00 
 1.08994977e+00  5.07148243e+01  1.08994977e+00  3.14152985e+00 
 1.09622638e+00  5.07148243e+01  1.09622638e+00  3.14152949e+00 
 1.10253914e+00  5.07148243e+01  1.10253914e+00  3.14152913e+00 
 1.10888825e+00  5.07148243e+01  1.10888825e+00  3.14152876e+00 
 1.11527392e+00  5.07148243e+01  1.11527392e+00  3.14152839e+00 
 1.12169636e+00  5.07148243e+01  1.12169636e+00  3.14152802e+00 
 1.12815579e+00  5.07148243e+01  1.12815579e+00  3.14152765e+00 
 1.13465242e+00  5.07148243e+01  1.13465242e+00  3.14152728e+00 
 1.14118646e+00  5.07148243e+01  1.14118646e+00  3.14152690e+00 
 1.14775812e+00  5.07148243e+01  1.14775812e+00  3.14152652e+00 
 1.15436763e+00  5.07148243e+01  1.15436763e+00  3.14152614e+00 
 1.16101520e+00  5.07148243e+01  1.16101520e+00  3.14152576e+00 
 1.16770105e+00  5.07148243e+01  1.16770105e+00  3.14152537e+00 
 1.17442540e+00  5.07148243e+01  1.17442540e+00  3.14152499e+00 
 1.18118848e+00  5.07148243e+01  1.18118848e+00  3.14152460e+00 
 1.18799050e+00  5.07148243e+01  1.18799050e+00  3.14152420e+00 
 1.19483169e+00  5.07148243e+01  1.19483169e+00  3.14152381e+00 
 1.20171228e+00  5.07148243e+01  1.20171228e+00  3.14152341e+00 
 1.20863249e+00  5.07148243e+01  1.20863249e+00  3.14152302e+00 
 1.21559255e+00  5.07148243e+01  1.21559255e+00  3.14152261e+00 
 1.22259269e+00  5.07148243e+01  1.22259269e+00  3.14152221e+00 
 1.22963314e+00  5.07148243e+01  1.22963314e+00  3.14152181e+00 
 1.23671414e+00  5.07148243e+01  1.23671414e+00  3.14152140e+00 
 1.24383591e+00  5.07148243e+01  1.24383591e+00  3.14152099e+00 
 1.25099870e+00  5.07148243e+01  1.25099870e+00  3.14152057e+00 
 1.25820273e+00  5.07148243e+01  1.25820273e+00  3.14152016e+00 
 1.26544825e+00  5.07148243e+01  1.26544825e+00  3.14151974e+00 
 1.27273549e+00  5.07148243e+01  1.27273549e+00  3.14151932e+00 
 1.28006470e+00  5.07148243e+01  1.28006470e+00  3.14151890e+00 
 1.28743611e+00  5.07148243e+01  1.28743611e+00  3.14151847e+00 
 1.29484997e+00  5.07148243e+01  1.29484997e+00  3.14151805e+00 
 1.30230653e+00  5.07148243e+01  1.30230653e+00  3.14151762e+00 
 1.30980602e+00  5.07148243e+01  1.30980602e+00  3.14151719e+00 
 1.31734870e+00  5.07148243e+01  1.31734870e+00  3.14151675e+00 
 1.32493482e+00  5.07148243e+01  1.32493482e+00  3.14151631e+00 
 1.33256462e+00  5.07148243e+01  1.33256462e+00  3.14151587e+00 
 1.34023836e+00  5.07148243e+01  1.34023836e+00  3.14151543e+00 
 1.34795629e+00  5.07148243e+01  1.34795629e+00  3.14151499e+00 
 1.35571867e+00  5.07148243e+01  1.35571867e+00  3.14151454e+00 
 1.36352574e+00  5.07148243e+01  1.36352574e+00  3.14151409e+00 
 1.37137778e+00  5.07148243e+01  1.37137778e+00  3.14151364e+00 
 1.37927503e+00  5.07148243e+01  1.37927503e+00  3.14151318e+00 
 1.38721775e+00  5.07148243e+01  1.38721775e+00  3.14151273e+00 
 1.39520622e+00  5.07148243e+01  1.39520622e+00  3.14151227e+00 
 1.40324069e+00  5.07148243e+01  1.40324069e+00  3.14151180e+00 
 1.41132143e+00  5.07148243e+01  1.41132143e+00  3.14151134e+00 
 1.41944870e+00  5.07148243e+01  1.41944870e+00  3.14151087e+00 
 1.42762277e+00  5.07148243e+01  1.42762277e+00  3.14151040e+00 
 1.43584391e+00  5.07148243e+01  1.43584391e+00  3.14150992e+00 
 1.44411240e+00  5.07148243e+01  1.44411240e+00  3.14150945e+00 
 1.45242850e+00  5.07148243e+01  1.45242850e+00  3.14150897e+00 
 1.46079249e+00  5.07148243e+01  1.46079249e+00  3.14150849e+00 
 1.46920465e+00  5.07148243e+01  1.46920465e+00  3.14150800e+00 
 1.47766525e+00  5.07148243e+01  1.47766525e+00  3.14150751e+00 
 1.48617457e+00  5.07148243e+01  1.48617457e+00  3.14150702e+00 
 1.49473289e+00  5.07148243e+01  1.49473289e+00  3.14150653e+00 
 1.50334050e+00  5.07148243e+01  1.50334050e+00  3.14150603e+00 
 1.51199767e+00  5.07148243e+01  1.51199767e+00  3.14150554e+00 
 1.52070470e+00  5.07148243e+01  1.52070470e+00  3.14150503e+00 
 1.52946187e+00  5.07148243e+01  1.52946187e+00  3.14150453e+00 
 1.53826946e+00  5.07148243e+01  1.53826946e+00  3.14150402e+00 
 1.54712778e+00  5.07148243e+01  1.54712778e+00  3.14150351e+00 
 1.55603711e+00  5.07148243e+01  1.55603711e+00  3.14150300e+00 
 1.56499774e+00  5.07148243e+01  1.56499774e+00  3.14150248e+00 
 1.57400998e+00  5.07148243e+01  1.57400998e+00  3.14150196e+00 
 1.58307411e+00  5.07148243e+01  1.58307411e+00  3.14150144e+00 
 1.59219044e+00  5.07148243e+01  1.59219044e+00  3.14150092e+00 
 1.60135927e+00  5.07148243e+01  1.60135927e+00  3.14150039e+00 
 1.61058090e+00  5.07148243e+01  1.61058090e+00  3.14149986e+00 
 1.61985563e+00  5.07148242e+01  1.61985563e+00  3.14149932e+00 
 1.62918377e+00  5.07148242e+01  1.62918377e+00  3.14149878e+00 
 1.63856563e+00  5.07148242e+01  1.63856563e+00  3.14149824e+00 
 1.64800151e+00  5.07148242e+01  1.64800151e+00  3.14149770e+00 
 1.65749174e+00  5.07148242e+01  1.65749174e+00  3.14149715e+00 
 1.66703661e+00  5.07148242e+01  1.66703661e+00  3.14149660e+00 
 1.67663645e+00  5.07148242e+01  1.67663645e+00  3.14149605e+00 
 1.68629157e+00  5.07148242e+01  1.68629157e+00  3.14149549e+00 
 1.69600229e+00  5.07148242e+01  1.69600229e+00  3.14149493e+00 
 1.70576893e+00  5.07148242e+01  1.70576893e+00  3.14149437e+00 
 1.71559181e+00  5.07148242e+01  1.71559181e+00  3.14149381e+00 
 1.72547126e+00  5.07148242e+01  1.72547126e+00  3.14149324e+00 
 1.73540760e+00  5.07148242e+01  1.73540760e+00  3.14149266e+00 
 1.74540117e+00  5.07148242e+01  1.74540117e+00  3.14149209e+00 
 1.75545228e+00  5.07148242e+01  1.75545228e+00  3.14149151e+00 
 1.76556127e+00  5.07148242e+01  1.76556127e+00  3.14149093e+00 
 1.77572847e+00  5.07148242e+01  1.77572847e+00  3.14149034e+00 
 1.78595423e+00  5.07148242e+01  1.78595423e+00  3.14148975e+00 
 1.79623887e+00  5.07148242e+01  1.79623887e+00  3.14148916e+00 
 1.80658273e+00  5.07148242e+01  1.80658273e+00  3.14148856e+00 
 1.81698617e+00  5.07148242e+01  1.81698617e+00  3.14148796e+00 
 1.82744951e+00  5.07148242e+01  1.82744951e+00  3.14148736e+00 
 1.83797311e+00  5.07148242e+01  1.83797311e+00  3.14148675e+00 
 1.84855730e+00  5.07148242e+01  1.84855730e+00  3.14148614e+00 
 1.85920245e+00  5.07148242e+01  1.85920245e+00  3.14148553e+00 
 1.86990890e+00  5.07148242e+01  1.86990890e+00  3.14148491e+00 
 1.88067700e+00  5.07148242e+01  1.88067700e+00  3.14148429e+00 
 1.89150712e+00  5.07148242e+01  1.89150712e+00  3.14148367e+00 
 1.90239960e+00  5.07148242e+01  1.90239960e+00  3.14148304e+00 
 1.91335480e+00  5.07148242e+01  1.91335480e+00  3.14148241e+00 
 1.92437310e+00  5.07148242e+01  1.92437310e+00  3.14148178e+00 
 1.93545484e+00  5.07148242e+01  1.93545484e+00  3.14148114e+00 
 1.94660040e+00  5.07148242e+01  1.94660040e+00  3.14148050e+00 
 1.95781014e+00  5.07148242e+01  1.95781014e+00  3.14147985e+00 
 1.96908443e+00  5.07148242e+01  1.96908443e+00  3.14147920e+00 
 1.98042365e+00  5.07148242e+01  1.98042365e+00  3.14147855e+00 
 1.99182817e+00  5.07148242e+01  1.99182817e+00  3.14147789e+00 
 2.00329836e+00  5.07148242e+01  2.00329836e+00  3.14147723e+00 
 2.01483461e+00  5.07148242e+01  2.01483461e+00  3.14147656e+00 
 2.02643728e+00  5.07148242e+01  2.02643728e+00  3.14147590e+00 
 2.03810678e+00  5.07148242e+01  2.03810678e+00  3.14147522e+00 
 2.04984347e+00  5.07148242e+01  2.04984347e+00  3.14147455e+00 
 2.06164775e+00  5.07148242e+01  2.06164775e+00  3.14147387e+00 
 2.07352000e+00  5.07148242e+01  2.07352000e+00  3.14147318e+00 
 2.08546063e+00  5.07148242e+01  2.08546063e+00  3.14147249e+00 
 2.09747001e+00  5.07148242e+01  2.09747001e+00  3.14147180e+00 
 2.10954856e+00  5.07148242e+01  2.10954856e+00  3.14147111e+00 
 2.12169666e+00  5.07148242e+01  2.12169666e+00  3.14147041e+00 
 2.13391471e+00  5.07148242e+01  2.13391471e+00  3.14146970e+00 
 2.14620313e+00  5.07148242e+01  2.14620313e+00  3.14146899e+00 
 2.15856230e+00  5.07148242e+01  2.15856230e+00  3.14146828e+00 
 2.17099265e+00  5.07148242e+01  2.17099265e+00  3.14146757e+00 
 2.18349459e+00  5.07148242e+01  2.18349459e+00  3.14146685e+00 
 2.19606851e+00  5.07148242e+01  2.19606851e+00  3.14146612e+00 
 2.20871485e+00  5.07148242e+01  2.20871485e+00  3.14146539e+00 
 2.22143401e+00  5.07148242e+01  2.22143401e+00  3.14146466e+00 
 2.23422641e+00  5.07148242e+01  2.23422641e+00  3.14146392e+00 
 2.24709249e+00  5.07148242e+01  2.24709249e+00  3.14146318e+00 
 2.26003265e+00  5.07148242e+01  2.26003265e+00  3.14146244e+00 
 2.27304733e+00  5.07148242e+01  2.27304733e+00  3.14146169e+00 
 2.28613696e+00  5.07148242e+01  2.28613696e+00  3.14146093e+00 
 2.29930196e+00  5.07148242e+01  2.29930196e+00  3.14146017e+00 
 2.31254278e+00  5.07148242e+01  2.31254278e+00  3.14145941e+00 
 2.32585985e+00  5.07148242e+01  2.32585985e+00  3.14145864e+00 
 2.33925360e+00  5.07148242e+01  2.33925360e+00  3.14145787e+00 
 2.35272449e+00  5.07148242e+01  2.35272449e+00  3.14145710e+00 
 2.36627294e+00  5.07148242e+01  2.36627294e+00  3.14145631e+00 
 2.37989942e+00  5.07148242e+01  2.37989942e+00  3.14145553e+00 
 2.39360437e+00  5.07148242e+01  2.39360437e+00  3.14145474e+00 
 2.40738824e+00  5.07148242e+01  2.40738824e+00  3.14145395e+00 
 2.42125149e+00  5.07148242e+01  2.42125149e+00  3.14145315e+00 
 2.43519457e+00  5.07148242e+01  2.43519457e+00  3.14145234e+00 
 2.44921794e+00  5.07148242e+01  2.44921794e+00  3.14145154e+00 
 2.46332206e+00  5.07148242e+01  2.46332206e+00  3.14145072e+00 
