 4.20982000e-11  2.53033412e-05  4.20982000e-11 -2.21781203e-07  4.20982000e-11  2.13615579e-06 
 8.41964000e-11  5.06048551e-05  8.41964000e-11 -2.21769757e-07  8.41964000e-11  4.27219811e-06 
 1.68392800e-10  1.01202499e-04  1.68392800e-10 -2.21735397e-07  1.68392800e-10  8.54394275e-06 
 3.36785600e-10  2.02376882e-04  3.36785600e-10 -2.21701355e-07  3.36785600e-10  1.70860743e-05 
 6.73571200e-10  4.04646685e-04  6.73571200e-10 -2.21599360e-07  6.73571200e-10  3.41649231e-05 
 1.34714240e-09  8.08902203e-04  1.34714240e-09 -2.21432630e-07  1.34714240e-09  6.83010821e-05 
 2.69428480e-09  1.61646669e-03  2.69428480e-09 -2.21073001e-07  2.69428480e-09  1.36487994e-04 
 4.20982000e-09  2.52376950e-03  4.20982000e-09 -2.20703430e-07  4.20982000e-09  2.13063501e-04 
 4.47924848e-09  2.68495399e-03  4.47924848e-09 -2.20664147e-07  4.47924848e-09  2.26662091e-04 
 5.01810544e-09  3.00722935e-03  5.01810544e-09 -2.20462868e-07  5.01810544e-09  2.53845898e-04 
 6.09581936e-09  3.65142845e-03  6.09581936e-09 -2.20263816e-07  6.09581936e-09  3.08160196e-04 
 8.25124720e-09  4.93855545e-03  8.25124720e-09 -2.19669548e-07  8.25124720e-09  4.16576816e-04 
 1.24610672e-08  7.44820053e-03  1.24610672e-08 -2.18723968e-07  1.24610672e-08  6.27521704e-04 
 1.66708872e-08  9.95279293e-03  1.66708872e-08 -2.17665427e-07  1.66708872e-08  8.37415070e-04 
 2.08807072e-08  1.24526932e-02  2.08807072e-08 -2.16753195e-07  2.08807072e-08  1.04627383e-03 
 2.50905272e-08  1.49480974e-02  2.50905272e-08 -2.15725171e-07  2.50905272e-08  1.25411427e-03 
 2.93003472e-08  1.74391330e-02  2.93003472e-08 -2.14842087e-07  2.93003472e-08  1.46095231e-03 
 3.35101672e-08  1.99258949e-02  3.35101672e-08 -2.13842417e-07  3.35101672e-08  1.66680361e-03 
 3.77199872e-08  2.24084604e-02  3.77199872e-08 -2.12987173e-07  3.77199872e-08  1.87168364e-03 
 4.19298072e-08  2.48868964e-02  4.19298072e-08 -2.12014999e-07  4.19298072e-08  2.07560777e-03 
 4.61396272e-08  2.73612629e-02  4.61396272e-08 -2.11187029e-07  4.61396272e-08  2.27859132e-03 
 5.03494472e-08  2.98316156e-02  5.03494472e-08 -2.10242010e-07  5.03494472e-08  2.48064963e-03 
 5.45592672e-08  3.22980063e-02  5.45592672e-08 -2.09441178e-07  5.45592672e-08  2.68179814e-03 
 5.87690872e-08  3.47604838e-02  5.87690872e-08 -2.08523384e-07  5.87690872e-08  2.88205247e-03 
 6.29789072e-08  3.72190945e-02  6.29789072e-08 -2.07749980e-07  6.29789072e-08  3.08142849e-03 
 6.71887272e-08  3.96738817e-02  6.71887272e-08 -2.06859949e-07  6.71887272e-08  3.27994248e-03 
 7.13985472e-08  4.21248856e-02  7.13985472e-08 -2.06114794e-07  7.13985472e-08  3.47761121e-03 
 7.56083672e-08  4.45721424e-02  7.56083672e-08 -2.05253677e-07  7.56083672e-08  3.67445213e-03 
 7.98181872e-08  4.70156831e-02  7.98181872e-08 -2.04538307e-07  7.98181872e-08  3.87048348e-03 
 8.40280072e-08  4.94555320e-02  8.40280072e-08 -2.03708089e-07  8.40280072e-08  4.06572456e-03 
 8.82378272e-08  5.18917033e-02  8.82378272e-08 -2.03025025e-07  8.82378272e-08  4.26019594e-03 
 9.24476472e-08  5.43241982e-02  9.24476472e-08 -2.02228869e-07  9.24476472e-08  4.45391973e-03 
 9.66574672e-08  5.67529990e-02  9.66574672e-08 -2.01582053e-07  9.66574672e-08  4.64691993e-03 
 1.00867287e-07  5.91780619e-02  1.00867287e-07 -2.00824867e-07  1.00867287e-07  4.83922292e-03 
 1.05077107e-07  6.15993065e-02  1.05077107e-07 -2.00220417e-07  1.05077107e-07  5.03085792e-03 
 1.09286927e-07  6.40166017e-02  1.09286927e-07 -1.99509860e-07  1.09286927e-07  5.22185776e-03 
 1.13496747e-07  6.64297453e-02  1.13496747e-07 -1.98957407e-07  1.13496747e-07  5.41225968e-03 
 1.17706567e-07  6.88384372e-02  1.17706567e-07 -1.98305619e-07  1.17706567e-07  5.60210643e-03 
 1.21916387e-07  7.12422411e-02  1.21916387e-07 -1.97820475e-07  1.21916387e-07  5.79144758e-03 
 1.26126207e-07  7.36405331e-02  1.26126207e-07 -1.97246721e-07  1.26126207e-07  5.98034107e-03 
 1.30336027e-07  7.60324311e-02  1.30336027e-07 -1.96852988e-07  1.30336027e-07  6.16885507e-03 
 1.34545847e-07  7.84166973e-02  1.34545847e-07 -1.96387188e-07  1.34545847e-07  6.35707007e-03 
 1.38755667e-07  8.07916070e-02  1.38755667e-07 -1.96121663e-07  1.38755667e-07  6.54508124e-03 
 1.42965487e-07  8.31547690e-02  1.42965487e-07 -1.95808610e-07  1.42965487e-07  6.73300107e-03 
 1.47175307e-07  8.55028825e-02  1.47175307e-07 -1.95725247e-07  1.47175307e-07  6.92096214e-03 
 1.51385127e-07  8.78314079e-02  1.51385127e-07 -1.95629241e-07  1.51385127e-07  7.10912006e-03 
 1.55594947e-07  9.01341240e-02  1.55594947e-07 -1.95803852e-07  1.55594947e-07  7.29765648e-03 
 1.59804767e-07  9.24025327e-02  1.59804767e-07 -1.96013279e-07  1.59804767e-07  7.48678194e-03 
 1.64014587e-07  9.46250628e-02  1.64014587e-07 -1.96547669e-07  1.64014587e-07  7.67673840e-03 
 1.68224407e-07  9.67860125e-02  1.68224407e-07 -1.97178220e-07  1.68224407e-07  7.86780113e-03 
 1.72434227e-07  9.88641484e-02  1.72434227e-07 -1.98201877e-07  1.72434227e-07  8.06027958e-03 
 1.76644047e-07  1.00830868e-01  1.76644047e-07 -1.99396081e-07  1.76644047e-07  8.25451673e-03 
 1.80853867e-07  1.02647799e-01  1.80853867e-07 -2.01063176e-07  1.80853867e-07  8.45088668e-03 
 1.85063687e-07  1.04263706e-01  1.85063687e-07 -2.02985107e-07  1.85063687e-07  8.64978996e-03 
 1.89273507e-07  1.05610515e-01  1.89273507e-07 -2.05468230e-07  1.89273507e-07  8.85164707e-03 
 1.93483327e-07  1.06598284e-01  1.93483327e-07 -2.08299131e-07  1.93483327e-07  9.05689082e-03 
 1.97693147e-07  1.07108896e-01  1.97693147e-07 -2.11791562e-07  1.97693147e-07  9.26595968e-03 
 2.01902967e-07  1.06988253e-01  2.01902967e-07 -2.15745979e-07  2.01902967e-07  9.47929618e-03 
 2.06112787e-07  1.06036769e-01  2.06112787e-07 -2.20503136e-07  2.06112787e-07  9.69735837e-03 
 2.10322607e-07  1.03998132e-01  2.10322607e-07 -2.25916494e-07  2.10322607e-07  9.92066175e-03 
 2.14532427e-07  1.00546786e-01  2.14532427e-07 -2.32431367e-07  2.14532427e-07  1.01498869e-02 
 2.17331328e-07  9.72889103e-02  2.17331328e-07 -2.37448441e-07  2.17331328e-07  1.03060609e-02 
 2.20006989e-07  9.32977841e-02  2.20006989e-07 -2.42949903e-07  2.20006989e-07  1.04587230e-02 
 2.22228247e-07  8.92368712e-02  2.22228247e-07 -2.48070934e-07  2.22228247e-07  1.05884339e-02 
 2.24222676e-07  8.49384304e-02  2.24222676e-07 -2.53366959e-07  2.24222676e-07  1.07076756e-02 
 2.26082382e-07  8.03176693e-02  2.26082382e-07 -2.58838421e-07  2.26082382e-07  1.08217072e-02 
 2.27867313e-07  7.52809273e-02  2.27867313e-07 -2.64819206e-07  2.27867313e-07  1.09342342e-02 
 2.29626690e-07  6.97034207e-02  2.29626690e-07 -2.71282179e-07  2.29626690e-07  1.10486318e-02 
 2.31489772e-07  6.31091892e-02  2.31489772e-07 -2.78912416e-07  2.31489772e-07  1.11741505e-02 
 2.33280526e-07  5.61089293e-02  2.33280526e-07 -2.86762201e-07  2.33280526e-07  1.12996097e-02 
 2.35215279e-07  4.78922186e-02  2.35215279e-07 -2.95677275e-07  2.35215279e-07  1.14410118e-02 
 2.37397951e-07  3.81002560e-02  2.37397951e-07 -3.05550522e-07  2.37397951e-07  1.16083309e-02 
 2.38797307e-07  3.17831775e-02  2.38797307e-07 -3.11468242e-07  2.38797307e-07  1.17200780e-02 
 2.39901507e-07  2.69751012e-02  2.39901507e-07 -3.15580510e-07  2.39901507e-07  1.18107155e-02 
 2.41007090e-07  2.24690376e-02  2.41007090e-07 -3.19360213e-07  2.41007090e-07  1.19035854e-02 
 2.42310427e-07  1.77134206e-02  2.42310427e-07 -3.23119822e-07  2.42310427e-07  1.20156568e-02 
 2.43502477e-07  1.39877458e-02  2.43502477e-07 -3.26189516e-07  2.43502477e-07  1.21204362e-02 
 2.44908041e-07  1.04100495e-02  2.44908041e-07 -3.29266010e-07  2.44908041e-07  1.22464554e-02 
 2.46314313e-07  7.66939164e-03  2.46314313e-07 -3.32109676e-07  2.46314313e-07  1.23748101e-02 
 2.47283036e-07  6.21509636e-03  2.47283036e-07 -3.33859321e-07  2.47283036e-07  1.24643154e-02 
 2.48246029e-07  5.06505394e-03  2.48246029e-07 -3.35698130e-07  2.48246029e-07  1.25539819e-02 
 2.49432592e-07  3.98287464e-03  2.49432592e-07 -3.37788082e-07  2.49432592e-07  1.26651841e-02 
 2.50500631e-07  3.26459378e-03  2.50500631e-07 -3.39773468e-07  2.50500631e-07  1.27657601e-02 
 2.51701775e-07  2.67625014e-03  2.51701775e-07 -3.41893937e-07  2.51701775e-07  1.28791799e-02 
 2.52860487e-07  2.27421336e-03  2.52860487e-07 -3.44046242e-07  2.52860487e-07  1.29887051e-02 
 2.54193404e-07  1.95311892e-03  2.54193404e-07 -3.46426834e-07  2.54193404e-07  1.31145999e-02 
 2.55409842e-07  1.75233657e-03  2.55409842e-07 -3.48915311e-07  2.55409842e-07  1.32292301e-02 
 2.56663344e-07  1.60569034e-03  2.56663344e-07 -3.51075286e-07  2.56663344e-07  1.33469422e-02 
 2.58429005e-07  1.46209286e-03  2.58429005e-07 -3.54621076e-07  2.58429005e-07  1.35118327e-02 
 2.60368877e-07  1.35278095e-03  2.60368877e-07 -3.58268630e-07  2.60368877e-07  1.36915562e-02 
 2.62828430e-07  1.24725476e-03  2.62828430e-07 -3.63631774e-07  2.62828430e-07  1.39170907e-02 
 2.65685642e-07  1.14520056e-03  2.65685642e-07 -3.70037824e-07  2.65685642e-07  1.41758414e-02 
